Role,Context,Capability,Permission
R47,ctx10,res220_read,deny
R22,ctx11,res438_write,allow
R85,ctx17,res143_exe,deny
R42,ctx10,res360_write,allow
R47,ctx15,res172_write,allow
R55,ctx7,res36_exe,allow
R93,ctx10,res269_exe,allow
R60,ctx11,res313_write,allow
R78,ctx10,res389_exe,deny
R2,ctx15,res428_exe,allow
R41,ctx4,res93_read,allow
R55,ctx15,res32_exe,allow
R53,ctx6,res93_write,allow
R51,ctx2,res318_write,allow
R70,ctx1,res9_read,allow
R76,ctx17,res102_read,deny
R58,ctx2,res182_read,allow
R8,ctx7,res343_exe,deny
R72,ctx6,res46_exe,allow
R99,ctx8,res441_write,allow
R51,ctx18,res350_read,allow
R50,ctx3,res418_exe,allow
R68,ctx16,res230_exe,deny
R73,ctx12,res286_exe,allow
R28,ctx5,res292_exe,allow
R42,ctx4,res279_exe,deny
R16,ctx6,res259_write,allow
R48,ctx12,res500_write,allow
R7,ctx6,res432_write,allow
R75,ctx17,res368_read,allow
R5,ctx10,res29_write,allow
R4,ctx5,res172_read,allow
R98,ctx6,res458_read,allow
R14,ctx14,res21_exe,allow
R84,ctx3,res342_exe,allow
R11,ctx20,res201_exe,allow
R36,ctx14,res480_exe,allow
R41,ctx14,res7_exe,allow
R33,ctx17,res209_exe,allow
R73,ctx3,res477_write,allow
R92,ctx3,res413_exe,deny
R64,ctx9,res190_exe,allow
R77,ctx1,res144_write,allow
R5,ctx18,res378_exe,deny
R38,ctx14,res96_write,deny
R64,ctx18,res401_exe,allow
R43,ctx18,res479_read,allow
R13,ctx7,res115_write,allow
R96,ctx19,res450_write,deny
R37,ctx9,res67_write,allow
R54,ctx2,res132_write,allow
R16,ctx17,res463_exe,allow
R14,ctx4,res363_write,deny
R50,ctx11,res275_read,allow
R36,ctx16,res259_write,allow
R76,ctx19,res467_write,allow
R6,ctx7,res216_exe,deny
R1,ctx2,res315_write,allow
R27,ctx17,res143_read,allow
R80,ctx17,res234_exe,allow
R93,ctx15,res272_exe,allow
R79,ctx16,res107_exe,allow
R94,ctx2,res469_exe,allow
R10,ctx9,res204_read,deny
R65,ctx5,res204_exe,allow
R90,ctx3,res73_exe,allow
R45,ctx9,res410_exe,allow
R5,ctx16,res460_read,allow
R24,ctx4,res434_write,allow
R56,ctx9,res314_exe,allow
R5,ctx19,res29_exe,allow
R22,ctx7,res90_read,allow
R45,ctx20,res250_exe,allow
R71,ctx16,res51_exe,allow
R53,ctx19,res48_exe,allow
R45,ctx8,res92_read,allow
R71,ctx12,res237_read,allow
R97,ctx14,res277_write,deny
R56,ctx11,res48_read,deny
R85,ctx8,res102_write,deny
R83,ctx19,res211_read,deny
R18,ctx15,res447_read,deny
R86,ctx5,res159_read,allow
R48,ctx17,res392_exe,allow
R55,ctx9,res126_exe,allow
R20,ctx2,res220_write,allow
R14,ctx16,res49_exe,allow
R26,ctx18,res278_exe,allow
R23,ctx9,res42_read,allow
R96,ctx10,res236_write,allow
R87,ctx1,res462_read,deny
R70,ctx17,res415_write,allow
R87,ctx7,res342_exe,allow
R87,ctx19,res105_write,allow
R32,ctx5,res384_read,allow
R2,ctx8,res478_exe,allow
R78,ctx15,res449_write,allow
R54,ctx13,res438_read,allow
R44,ctx4,res226_read,allow
R5,ctx20,res33_read,allow
R94,ctx9,res50_read,allow
R11,ctx11,res14_read,allow
R72,ctx16,res436_write,allow
R35,ctx20,res137_read,deny
R24,ctx5,res34_exe,allow
R63,ctx2,res121_write,deny
R43,ctx10,res277_exe,deny
R81,ctx2,res496_write,deny
R66,ctx13,res209_read,allow
R95,ctx5,res190_exe,allow
R5,ctx5,res52_exe,allow
R58,ctx1,res5_exe,deny
R4,ctx12,res409_write,allow
R12,ctx16,res2_read,allow
R45,ctx7,res251_write,allow
R71,ctx1,res358_write,allow
R9,ctx4,res496_write,allow
R59,ctx14,res111_read,allow
R38,ctx13,res78_exe,allow
R86,ctx1,res162_exe,allow
R60,ctx11,res313_exe,allow
R45,ctx12,res75_exe,allow
R44,ctx2,res197_exe,deny
R49,ctx4,res154_read,allow
R18,ctx2,res219_exe,allow
R4,ctx3,res212_write,allow
R22,ctx5,res93_write,allow
R90,ctx12,res32_exe,allow
R70,ctx6,res21_write,allow
R68,ctx19,res409_exe,allow
R13,ctx13,res423_read,deny
R22,ctx15,res107_exe,allow
R49,ctx14,res289_read,allow
R41,ctx6,res18_exe,allow
R68,ctx18,res92_exe,allow
R88,ctx6,res169_exe,allow
R54,ctx19,res333_exe,allow
R93,ctx1,res104_exe,allow
