Role,Context,Capability,Permission
R8,ctx18,res476_read,allow
R5,ctx2,res121_exe,allow
R36,ctx16,res464_exe,allow
R74,ctx12,res447_exe,allow
R21,ctx11,res125_write,deny
R99,ctx15,res240_exe,allow
R26,ctx12,res181_exe,allow
R50,ctx2,res208_write,allow
R56,ctx10,res438_write,allow
R70,ctx17,res83_read,deny
R96,ctx15,res358_read,allow
R48,ctx9,res236_exe,allow
R67,ctx2,res460_exe,deny
R37,ctx3,res261_write,allow
R61,ctx9,res419_exe,allow
R8,ctx17,res78_write,allow
R90,ctx19,res216_write,allow
R36,ctx15,res233_write,allow
R92,ctx3,res347_exe,deny
R31,ctx16,res144_read,allow
R72,ctx8,res156_write,allow
R89,ctx16,res303_read,allow
R67,ctx20,res79_exe,allow
R13,ctx10,res167_exe,allow
R38,ctx1,res211_write,allow
R25,ctx13,res406_write,allow
R4,ctx12,res197_read,allow
R83,ctx14,res373_exe,allow
R23,ctx11,res186_write,deny
R87,ctx15,res140_write,deny
R80,ctx11,res174_exe,allow
R49,ctx6,res310_exe,deny
R17,ctx12,res72_read,allow
R76,ctx17,res386_exe,allow
R56,ctx14,res491_write,allow
R89,ctx4,res347_exe,allow
R31,ctx4,res68_exe,allow
R6,ctx11,res412_exe,allow
R29,ctx8,res455_exe,deny
R82,ctx1,res464_exe,deny
R68,ctx15,res124_exe,allow
R44,ctx12,res479_read,deny
R68,ctx5,res309_read,allow
R50,ctx16,res341_write,allow
R22,ctx5,res496_exe,allow
R32,ctx18,res300_write,deny
R85,ctx8,res491_exe,allow
R15,ctx6,res319_write,allow
R52,ctx17,res25_exe,allow
R69,ctx19,res191_exe,deny
R80,ctx9,res230_read,allow
R68,ctx12,res35_exe,allow
R90,ctx7,res53_exe,allow
R98,ctx19,res79_read,allow
R39,ctx15,res104_write,allow
R85,ctx6,res136_exe,deny
R74,ctx11,res385_write,allow
R41,ctx19,res36_exe,allow
R27,ctx11,res466_read,allow
R88,ctx12,res67_write,deny
R61,ctx16,res97_write,allow
R54,ctx13,res317_exe,allow
R98,ctx4,res107_exe,allow
R88,ctx10,res180_write,allow
R24,ctx19,res265_write,allow
R35,ctx3,res396_write,allow
R48,ctx12,res477_exe,deny
R95,ctx8,res126_exe,deny
R90,ctx12,res380_exe,allow
R92,ctx12,res118_read,allow
R60,ctx5,res310_exe,allow
R41,ctx13,res165_exe,allow
R78,ctx19,res499_exe,allow
R97,ctx1,res152_read,allow
R56,ctx2,res333_exe,allow
R35,ctx5,res344_write,deny
R67,ctx2,res424_exe,allow
R95,ctx4,res482_read,allow
R46,ctx17,res328_exe,deny
R38,ctx3,res159_read,allow
R8,ctx1,res424_write,allow
R4,ctx4,res322_write,allow
R46,ctx9,res222_read,deny
R75,ctx12,res15_write,allow
R31,ctx3,res52_exe,deny
R34,ctx6,res148_write,deny
R73,ctx13,res426_write,deny
R35,ctx8,res290_exe,allow
R77,ctx18,res427_read,allow
R62,ctx9,res418_exe,allow
R50,ctx16,res250_write,allow
R27,ctx16,res336_exe,allow
R70,ctx7,res263_exe,allow
R17,ctx11,res242_read,deny
R3,ctx14,res330_read,deny
R20,ctx17,res41_exe,allow
R52,ctx13,res172_exe,allow
R8,ctx16,res37_exe,allow
R90,ctx5,res494_exe,allow
R59,ctx17,res268_read,allow
R43,ctx1,res255_read,deny
R4,ctx17,res67_write,allow
R55,ctx3,res337_exe,allow
R7,ctx8,res258_exe,deny
R96,ctx15,res21_read,deny
R42,ctx15,res256_write,deny
R47,ctx9,res161_write,deny
R87,ctx12,res415_exe,deny
R46,ctx9,res85_write,allow
R91,ctx15,res203_write,allow
R44,ctx12,res235_read,deny
R85,ctx17,res453_exe,allow
R87,ctx3,res127_write,deny
R18,ctx3,res156_exe,deny
R56,ctx8,res85_exe,allow
R23,ctx10,res346_exe,deny
R29,ctx11,res220_read,allow
R90,ctx20,res108_exe,allow
R92,ctx8,res52_write,allow
R36,ctx14,res172_write,allow
R23,ctx5,res198_read,allow
R50,ctx13,res446_read,allow
R47,ctx5,res330_read,allow
R21,ctx15,res113_read,allow
R50,ctx12,res212_exe,deny
R99,ctx1,res366_exe,allow
R17,ctx20,res42_write,allow
R70,ctx7,res131_exe,allow
R64,ctx14,res22_exe,allow
R23,ctx5,res326_read,allow
R17,ctx17,res281_read,allow
R78,ctx6,res336_exe,allow
R72,ctx20,res411_read,allow
R7,ctx7,res488_write,allow
R26,ctx19,res76_read,deny
R38,ctx6,res415_write,allow
R54,ctx15,res83_write,allow
R24,ctx14,res238_exe,allow
R63,ctx8,res270_exe,allow
R26,ctx14,res216_read,allow
R18,ctx6,res10_write,deny
R88,ctx15,res143_read,allow
R22,ctx4,res450_write,allow
R59,ctx15,res220_exe,allow
R59,ctx3,res221_exe,deny
R75,ctx20,res356_exe,deny
R99,ctx4,res90_read,deny
R35,ctx18,res208_exe,deny
R19,ctx18,res258_exe,allow
R35,ctx18,res408_read,allow
R31,ctx7,res354_exe,allow
R8,ctx13,res320_read,allow
R84,ctx20,res452_write,allow
R14,ctx16,res1_write,allow
R35,ctx20,res202_exe,deny
R87,ctx7,res113_exe,allow
R39,ctx19,res76_exe,allow
R71,ctx7,res283_read,allow
R2,ctx16,res394_exe,allow
R8,ctx7,res291_exe,allow
R34,ctx20,res421_write,allow
R87,ctx13,res413_read,allow
R87,ctx19,res274_write,allow
R90,ctx17,res451_exe,allow
R34,ctx1,res497_exe,allow
R22,ctx13,res482_read,allow
R9,ctx7,res403_exe,allow
R87,ctx3,res478_exe,deny
R74,ctx1,res98_exe,allow
R54,ctx20,res379_read,allow
R62,ctx8,res74_exe,allow
R70,ctx13,res448_read,deny
R36,ctx13,res476_read,allow
R92,ctx3,res347_write,allow
R98,ctx19,res435_exe,allow
R81,ctx15,res281_exe,allow
R70,ctx18,res115_exe,allow
R22,ctx3,res9_exe,allow
R53,ctx5,res263_read,allow
R19,ctx2,res449_exe,allow
R81,ctx20,res418_exe,deny
R10,ctx15,res212_exe,allow
R71,ctx8,res437_write,deny
R57,ctx1,res333_read,allow
R10,ctx10,res493_exe,deny
R14,ctx7,res391_exe,deny
R62,ctx1,res259_read,deny
R53,ctx4,res330_read,allow
R52,ctx8,res453_write,allow
R82,ctx11,res8_read,deny
R34,ctx9,res37_exe,allow
R7,ctx13,res49_exe,allow
R71,ctx20,res452_write,allow
R14,ctx4,res56_exe,deny
R11,ctx17,res399_exe,deny
R4,ctx6,res272_read,allow
R95,ctx12,res71_read,allow
R3,ctx1,res170_exe,deny
R86,ctx16,res485_write,allow
R83,ctx6,res160_exe,deny
R97,ctx9,res405_read,deny
R71,ctx16,res370_exe,deny
R15,ctx7,res290_write,allow
R40,ctx14,res111_write,allow
R50,ctx5,res365_exe,allow
R35,ctx1,res219_exe,allow
R86,ctx19,res198_exe,deny
R38,ctx16,res317_write,deny
R93,ctx14,res14_read,allow
R47,ctx15,res258_exe,allow
R89,ctx1,res433_exe,deny
R26,ctx19,res374_exe,deny
R9,ctx7,res35_exe,allow
R59,ctx17,res444_write,allow
R3,ctx9,res4_exe,allow
R98,ctx3,res426_exe,allow
R78,ctx15,res34_exe,allow
R61,ctx11,res305_write,allow
R50,ctx12,res60_exe,allow
R54,ctx9,res148_exe,allow
R79,ctx7,res474_exe,allow
R56,ctx13,res136_exe,deny
R45,ctx16,res76_read,allow
R16,ctx16,res20_exe,allow
R38,ctx3,res216_exe,allow
R81,ctx8,res316_exe,deny
R92,ctx1,res400_read,allow
R57,ctx8,res261_exe,allow
R82,ctx20,res258_write,allow
R45,ctx8,res91_exe,allow
R10,ctx15,res458_read,deny
R14,ctx20,res233_read,deny
R40,ctx3,res437_exe,allow
R13,ctx7,res488_write,allow
R2,ctx9,res10_read,allow
R93,ctx10,res358_read,allow
R44,ctx14,res251_read,allow
R13,ctx2,res385_read,allow
R81,ctx14,res191_read,allow
R68,ctx17,res416_read,deny
R35,ctx7,res118_write,allow
R27,ctx15,res336_exe,deny
R3,ctx1,res170_write,allow
R20,ctx5,res9_exe,allow
R20,ctx17,res41_write,allow
R10,ctx17,res352_write,allow
R79,ctx1,res61_write,deny
R35,ctx17,res238_exe,allow
R14,ctx20,res32_write,allow
R13,ctx5,res322_exe,deny
R89,ctx17,res415_exe,allow
R28,ctx5,res487_read,allow
R8,ctx17,res336_exe,allow
R30,ctx10,res256_read,allow
R11,ctx13,res71_write,allow
R14,ctx20,res34_write,allow
R36,ctx7,res121_exe,allow
R71,ctx13,res487_exe,allow
R95,ctx5,res113_write,allow
R28,ctx15,res440_exe,deny
R23,ctx13,res334_read,deny
R55,ctx1,res244_exe,allow
R50,ctx18,res149_exe,allow
R41,ctx5,res377_exe,allow
R14,ctx7,res370_exe,deny
R88,ctx4,res421_exe,allow
R57,ctx17,res54_exe,allow
R41,ctx11,res478_exe,allow
R45,ctx16,res236_exe,deny
R70,ctx4,res415_read,deny
R31,ctx12,res257_read,allow
R36,ctx19,res107_exe,allow
R45,ctx6,res67_write,allow
R96,ctx20,res437_write,allow
R40,ctx12,res340_exe,allow
R76,ctx9,res380_exe,allow
R37,ctx8,res361_exe,allow
R69,ctx18,res212_read,allow
R12,ctx4,res72_read,allow
R95,ctx8,res262_write,deny
R26,ctx3,res48_exe,allow
R98,ctx11,res192_write,deny
R79,ctx18,res73_write,allow
R59,ctx5,res122_read,allow
R1,ctx2,res296_exe,allow
R44,ctx2,res259_read,deny
R80,ctx13,res355_write,allow
R25,ctx13,res458_read,allow
R96,ctx2,res118_write,allow
R89,ctx3,res391_exe,deny
R32,ctx5,res240_exe,allow
R2,ctx18,res304_exe,allow
R23,ctx10,res346_write,allow
R87,ctx19,res7_read,allow
R69,ctx11,res210_exe,allow
R100,ctx2,res88_write,allow
R11,ctx17,res39_write,deny
R63,ctx9,res152_write,deny
R99,ctx8,res139_write,allow
R50,ctx15,res500_exe,allow
R71,ctx16,res255_exe,allow
R36,ctx2,res483_exe,allow
R34,ctx9,res37_write,allow
R3,ctx2,res337_exe,allow
R84,ctx20,res452_exe,allow
R70,ctx1,res485_exe,allow
R45,ctx11,res190_exe,allow
R79,ctx3,res82_write,allow
R52,ctx1,res481_exe,allow
R71,ctx13,res489_read,allow
R96,ctx14,res12_read,allow
R6,ctx3,res50_exe,allow
R41,ctx13,res165_exe,allow
R61,ctx12,res266_exe,allow
R40,ctx18,res472_exe,deny
R32,ctx11,res170_read,deny
R55,ctx3,res161_write,allow
R94,ctx9,res40_write,allow
R80,ctx6,res22_write,allow
R32,ctx15,res151_read,allow
R52,ctx5,res386_exe,allow
R73,ctx5,res221_write,allow
R29,ctx19,res125_exe,allow
R36,ctx6,res418_write,deny
R24,ctx10,res45_write,allow
R69,ctx2,res149_write,deny
R28,ctx15,res355_write,allow
R90,ctx20,res123_write,allow
R43,ctx9,res277_read,allow
R22,ctx15,res100_exe,deny
R46,ctx14,res467_exe,deny
R16,ctx12,res150_exe,allow
R93,ctx19,res320_exe,deny
R88,ctx11,res476_exe,allow
R99,ctx16,res318_write,deny
R12,ctx11,res310_write,allow
R6,ctx17,res473_exe,allow
R77,ctx18,res119_write,deny
R91,ctx15,res409_exe,allow
R99,ctx10,res347_exe,allow
R72,ctx12,res262_read,allow
R87,ctx11,res232_exe,allow
R37,ctx9,res383_write,allow
R45,ctx3,res6_write,allow
R59,ctx17,res278_write,allow
R56,ctx9,res409_write,allow
R21,ctx18,res14_write,allow
R51,ctx2,res149_write,deny
R67,ctx14,res339_write,allow
R24,ctx16,res311_exe,deny
R78,ctx3,res417_exe,allow
R51,ctx16,res75_read,allow
R100,ctx19,res441_read,allow
R64,ctx19,res338_read,allow
R53,ctx6,res121_write,allow
R51,ctx2,res354_read,allow
R34,ctx5,res116_read,allow
R74,ctx8,res219_write,allow
R51,ctx2,res181_write,allow
R21,ctx3,res35_exe,allow
R67,ctx10,res351_write,allow
R53,ctx8,res399_exe,deny
R86,ctx9,res111_write,deny
R88,ctx15,res173_write,allow
R92,ctx9,res474_exe,allow
R22,ctx11,res27_exe,allow
R10,ctx8,res353_exe,allow
R62,ctx1,res435_exe,deny
R66,ctx5,res316_exe,allow
R24,ctx15,res20_write,deny
R5,ctx6,res359_exe,allow
R71,ctx18,res80_read,allow
R45,ctx4,res408_read,allow
R85,ctx2,res271_exe,allow
R42,ctx12,res17_write,allow
R85,ctx6,res161_read,allow
R59,ctx5,res94_exe,allow
R77,ctx14,res72_exe,allow
R34,ctx6,res93_read,allow
R55,ctx7,res389_write,allow
R87,ctx3,res467_write,allow
R39,ctx6,res209_write,allow
R62,ctx12,res165_exe,allow
R29,ctx6,res116_read,allow
R85,ctx13,res137_exe,deny
R83,ctx3,res66_exe,allow
R1,ctx10,res43_write,allow
R78,ctx5,res362_exe,deny
R67,ctx10,res188_exe,deny
R62,ctx13,res148_write,allow
R82,ctx9,res461_exe,deny
R32,ctx17,res254_exe,allow
R73,ctx1,res230_write,allow
R85,ctx2,res195_exe,allow
R21,ctx10,res473_write,deny
R97,ctx14,res454_exe,allow
R48,ctx17,res125_write,allow
R32,ctx18,res300_exe,allow
R49,ctx3,res333_write,allow
R72,ctx3,res440_write,allow
R17,ctx18,res341_write,allow
R66,ctx12,res295_exe,allow
R98,ctx2,res192_read,deny
R23,ctx9,res55_exe,allow
R100,ctx11,res37_read,allow
R19,ctx1,res339_exe,allow
R20,ctx11,res379_exe,deny
R12,ctx12,res368_exe,allow
R79,ctx18,res73_exe,allow
R34,ctx4,res359_read,allow
R51,ctx10,res199_read,allow
R73,ctx13,res383_write,deny
R23,ctx19,res411_exe,allow
R99,ctx20,res383_write,allow
R2,ctx20,res251_write,allow
R70,ctx1,res137_read,allow
R15,ctx7,res290_exe,allow
R90,ctx3,res372_exe,deny
R59,ctx12,res133_read,allow
R4,ctx6,res177_exe,allow
R23,ctx10,res16_read,deny
R22,ctx17,res320_exe,allow
R100,ctx15,res205_exe,allow
R67,ctx17,res286_read,allow
R58,ctx13,res220_read,allow
R59,ctx20,res387_exe,allow
R4,ctx10,res195_exe,allow
R44,ctx7,res207_read,allow
R32,ctx2,res393_exe,allow
R31,ctx17,res262_exe,allow
R54,ctx10,res168_write,allow
R25,ctx8,res288_exe,deny
R98,ctx4,res262_read,allow
R60,ctx11,res214_exe,deny
R48,ctx12,res97_exe,allow
R42,ctx6,res318_write,allow
R70,ctx18,res115_write,deny
R58,ctx4,res277_exe,allow
R30,ctx8,res277_read,deny
R21,ctx20,res409_read,deny
R54,ctx15,res29_read,allow
R48,ctx3,res137_exe,allow
R68,ctx12,res73_read,allow
R100,ctx12,res380_exe,allow
R96,ctx10,res239_exe,deny
R15,ctx16,res186_exe,allow
R13,ctx10,res157_read,allow
R69,ctx13,res158_exe,allow
R55,ctx10,res40_exe,allow
R10,ctx17,res272_read,allow
R83,ctx20,res136_read,allow
R57,ctx17,res134_read,allow
R63,ctx18,res295_write,allow
R71,ctx6,res79_write,deny
R20,ctx15,res355_read,allow
R71,ctx10,res428_exe,deny
R47,ctx13,res302_exe,deny
R36,ctx1,res133_read,allow
R34,ctx14,res30_read,allow
R97,ctx1,res469_exe,allow
R75,ctx9,res33_exe,allow
R45,ctx8,res91_write,deny
R87,ctx15,res140_exe,allow
R75,ctx18,res286_exe,allow
R87,ctx12,res91_read,allow
R15,ctx14,res220_read,allow
R90,ctx20,res86_write,allow
R38,ctx19,res275_exe,allow
R62,ctx9,res419_read,allow
R29,ctx15,res455_exe,allow
R1,ctx13,res41_exe,allow
R76,ctx14,res476_read,deny
R17,ctx19,res242_exe,allow
R96,ctx1,res247_read,deny
R58,ctx3,res20_read,allow
R5,ctx16,res20_write,deny
R26,ctx19,res295_read,allow
R25,ctx3,res305_exe,allow
R11,ctx9,res166_write,allow
R66,ctx17,res486_read,allow
R75,ctx9,res187_exe,deny
R100,ctx7,res9_read,allow
R72,ctx5,res450_exe,allow
R98,ctx3,res329_read,allow
R77,ctx13,res99_exe,deny
R29,ctx11,res348_write,deny
R92,ctx8,res347_read,allow
R19,ctx2,res483_exe,allow
R67,ctx8,res191_exe,allow
R66,ctx7,res419_exe,allow
R93,ctx6,res72_write,deny
R90,ctx12,res233_read,allow
R16,ctx19,res139_exe,allow
R25,ctx14,res414_write,allow
R99,ctx20,res383_exe,allow
R99,ctx16,res473_exe,allow
R82,ctx13,res399_exe,deny
R93,ctx6,res413_exe,allow
R79,ctx6,res400_exe,deny
R79,ctx2,res95_write,allow
R37,ctx4,res452_write,allow
R36,ctx20,res9_exe,allow
R48,ctx15,res103_exe,deny
R64,ctx19,res388_read,allow
R77,ctx5,res67_read,allow
R96,ctx16,res480_exe,allow
R37,ctx9,res383_exe,allow
R100,ctx12,res297_exe,allow
R72,ctx18,res187_exe,allow
R65,ctx14,res127_exe,allow
R95,ctx15,res428_exe,allow
R10,ctx8,res16_exe,deny
R44,ctx7,res230_write,allow
R82,ctx2,res344_exe,allow
R33,ctx10,res160_read,allow
R91,ctx13,res229_exe,allow
R34,ctx16,res386_exe,allow
R2,ctx8,res460_write,allow
R85,ctx6,res282_exe,allow
R99,ctx17,res43_read,allow
R49,ctx8,res482_exe,allow
R64,ctx7,res12_exe,deny
R41,ctx2,res435_exe,allow
R77,ctx14,res55_exe,allow
R46,ctx11,res116_exe,deny
R14,ctx15,res479_write,deny
R83,ctx6,res255_exe,allow
R24,ctx20,res497_read,allow
R46,ctx4,res67_exe,deny
R39,ctx6,res363_read,allow
R12,ctx13,res255_exe,allow
R49,ctx11,res93_exe,allow
R5,ctx9,res112_exe,allow
R65,ctx1,res128_read,allow
R52,ctx1,res341_exe,allow
R29,ctx19,res125_write,allow
R44,ctx11,res383_exe,deny
R62,ctx6,res267_read,allow
R61,ctx4,res332_exe,allow
R19,ctx18,res338_exe,allow
R40,ctx4,res221_exe,allow
R43,ctx15,res451_exe,allow
R24,ctx18,res305_write,allow
R30,ctx6,res280_write,allow
R99,ctx1,res86_exe,allow
R20,ctx8,res24_exe,allow
R82,ctx20,res258_exe,allow
R25,ctx3,res172_read,allow
R76,ctx9,res422_exe,allow
R47,ctx9,res161_exe,allow
R85,ctx2,res195_write,allow
R24,ctx5,res468_exe,allow
R53,ctx11,res196_exe,allow
R87,ctx20,res386_exe,allow
R7,ctx5,res304_read,allow
R99,ctx2,res424_exe,allow
R80,ctx15,res345_exe,allow
R33,ctx10,res460_read,allow
R92,ctx5,res124_write,allow
R24,ctx15,res9_write,allow
R67,ctx8,res76_write,allow
R26,ctx12,res117_exe,allow
R5,ctx16,res164_exe,deny
R24,ctx19,res402_exe,allow
R91,ctx3,res44_read,deny
R66,ctx1,res452_write,allow
R57,ctx4,res359_read,deny
R36,ctx5,res36_write,deny
R45,ctx15,res369_read,allow
R75,ctx9,res423_read,allow
R77,ctx12,res105_exe,allow
R69,ctx19,res171_read,allow
R15,ctx6,res65_exe,allow
R11,ctx5,res287_exe,allow
R41,ctx11,res467_write,allow
R48,ctx15,res39_exe,allow
R62,ctx7,res251_write,allow
R39,ctx3,res118_write,allow
R63,ctx14,res427_read,allow
R56,ctx10,res438_exe,deny
R44,ctx18,res399_exe,allow
R89,ctx3,res274_read,allow
R20,ctx12,res486_exe,allow
R32,ctx15,res142_exe,deny
R60,ctx1,res86_exe,allow
R61,ctx7,res242_read,allow
R92,ctx5,res85_write,allow
R51,ctx8,res473_read,allow
R67,ctx10,res11_write,allow
R91,ctx3,res404_exe,allow
R21,ctx18,res14_exe,deny
R16,ctx12,res279_exe,allow
R27,ctx20,res50_read,allow
R18,ctx6,res230_exe,allow
R45,ctx6,res25_read,allow
R71,ctx16,res81_exe,allow
R56,ctx3,res282_read,deny
R41,ctx11,res439_read,allow
R46,ctx17,res332_exe,allow
R95,ctx14,res46_read,allow
R19,ctx3,res30_write,allow
R16,ctx8,res410_write,allow
R73,ctx16,res378_read,deny
R71,ctx2,res207_exe,allow
R90,ctx20,res86_exe,allow
R24,ctx6,res15_exe,allow
R78,ctx2,res315_exe,allow
R96,ctx8,res3_exe,deny
R14,ctx8,res65_write,allow
R82,ctx3,res52_write,deny
R5,ctx18,res159_write,allow
R94,ctx5,res128_exe,allow
R61,ctx12,res447_exe,allow
R72,ctx13,res3_exe,allow
R17,ctx1,res60_exe,allow
R39,ctx3,res457_write,allow
R37,ctx11,res161_exe,allow
R100,ctx1,res268_exe,allow
R86,ctx3,res158_exe,allow
R30,ctx7,res390_read,allow
R75,ctx17,res4_read,deny
R66,ctx4,res415_write,allow
R16,ctx17,res25_read,allow
R56,ctx5,res280_write,deny
R47,ctx4,res117_write,allow
R41,ctx16,res24_exe,deny
R21,ctx14,res269_exe,deny
R69,ctx16,res308_write,deny
R79,ctx17,res81_exe,allow
R74,ctx20,res177_write,allow
R35,ctx10,res286_exe,deny
R26,ctx2,res316_write,deny
R91,ctx9,res75_write,allow
R68,ctx11,res344_exe,allow
R78,ctx10,res239_exe,deny
R1,ctx13,res422_exe,allow
R72,ctx7,res490_exe,allow
R67,ctx18,res70_exe,allow
R83,ctx19,res354_exe,allow
R20,ctx18,res206_read,allow
R26,ctx2,res139_exe,deny
R8,ctx15,res223_exe,deny
R89,ctx4,res382_write,allow
R77,ctx10,res410_write,allow
R90,ctx9,res159_read,allow
R33,ctx9,res397_write,deny
R80,ctx6,res22_exe,deny
R3,ctx6,res48_exe,allow
R45,ctx10,res373_exe,allow
R20,ctx15,res51_exe,deny
R94,ctx12,res298_write,deny
R89,ctx11,res227_read,allow
R71,ctx3,res413_write,allow
R84,ctx13,res268_exe,allow
R24,ctx2,res18_write,allow
R97,ctx12,res379_read,allow
R94,ctx3,res281_write,allow
R33,ctx6,res395_read,allow
R46,ctx17,res20_write,allow
R33,ctx14,res77_read,allow
R23,ctx20,res52_read,allow
R87,ctx10,res467_exe,deny
R88,ctx4,res421_write,allow
R18,ctx6,res10_exe,allow
R98,ctx16,res460_exe,allow
R93,ctx18,res69_write,allow
R44,ctx16,res263_exe,allow
R35,ctx4,res486_exe,allow
R11,ctx13,res356_exe,allow
R22,ctx11,res367_exe,allow
R77,ctx20,res43_read,allow
R54,ctx2,res459_write,allow
R66,ctx12,res177_exe,allow
R89,ctx12,res324_write,deny
R58,ctx9,res378_exe,allow
R23,ctx3,res244_exe,allow
R32,ctx16,res26_exe,allow
R60,ctx5,res467_exe,deny
R100,ctx16,res481_exe,allow
R72,ctx2,res167_exe,allow
R91,ctx5,res461_exe,deny
