Role,Context,Capability,Permission
R48,ctx7,res467_exe,deny
R92,ctx5,res152_write,allow
R79,ctx9,res54_exe,deny
R73,ctx4,res95_exe,deny
R34,ctx1,res22_read,allow
R38,ctx5,res262_write,allow
R10,ctx16,res300_write,allow
R67,ctx15,res80_exe,deny
R24,ctx9,res73_exe,allow
R82,ctx20,res125_read,allow
R14,ctx5,res243_exe,allow
R14,ctx20,res342_write,deny
R71,ctx9,res479_exe,allow
R41,ctx14,res201_write,allow
R22,ctx7,res474_exe,deny
R17,ctx7,res433_exe,allow
R33,ctx14,res476_write,allow
R19,ctx19,res110_exe,allow
R16,ctx10,res101_write,allow
R92,ctx9,res66_write,deny
R32,ctx15,res273_write,allow
R80,ctx18,res408_exe,allow
R60,ctx17,res451_exe,allow
R7,ctx15,res147_exe,allow
R80,ctx20,res381_exe,allow
R7,ctx13,res381_write,allow
R40,ctx19,res462_exe,allow
R78,ctx3,res111_exe,allow
R68,ctx16,res336_exe,allow
R7,ctx7,res114_read,deny
R22,ctx17,res361_exe,deny
R24,ctx10,res370_write,allow
R53,ctx12,res474_read,allow
R19,ctx18,res484_exe,allow
R70,ctx1,res204_write,allow
R9,ctx1,res312_exe,allow
R72,ctx13,res199_exe,allow
R29,ctx15,res376_read,allow
R11,ctx12,res45_exe,allow
R50,ctx11,res288_exe,allow
R88,ctx17,res347_exe,allow
R47,ctx8,res321_write,allow
R3,ctx14,res381_exe,deny
R87,ctx12,res173_write,allow
R46,ctx17,res158_exe,allow
R61,ctx11,res221_read,allow
R42,ctx6,res147_exe,allow
R38,ctx3,res56_exe,allow
R58,ctx15,res324_read,allow
R14,ctx20,res342_exe,allow
R6,ctx11,res221_exe,deny
R2,ctx18,res120_exe,allow
R77,ctx12,res486_exe,allow
R92,ctx20,res72_write,allow
R27,ctx7,res182_write,allow
R60,ctx11,res14_exe,allow
R1,ctx18,res228_exe,deny
R62,ctx13,res482_exe,allow
R98,ctx1,res102_exe,deny
R72,ctx12,res136_write,allow
R85,ctx7,res326_read,allow
R59,ctx15,res97_exe,allow
R13,ctx8,res476_exe,allow
R82,ctx3,res121_exe,allow
R92,ctx13,res494_write,deny
R60,ctx1,res210_write,allow
R27,ctx4,res260_write,allow
R66,ctx16,res499_exe,deny
R22,ctx15,res17_write,allow
R47,ctx7,res216_write,allow
R57,ctx17,res157_exe,allow
R24,ctx2,res172_write,allow
R73,ctx10,res425_exe,allow
R9,ctx1,res312_write,allow
R53,ctx16,res475_read,allow
R26,ctx3,res367_write,allow
R33,ctx6,res24_read,deny
R84,ctx11,res246_read,deny
R6,ctx17,res126_write,allow
R38,ctx14,res102_exe,deny
R51,ctx12,res105_exe,deny
R3,ctx15,res80_write,allow
R87,ctx9,res310_exe,allow
R23,ctx3,res469_write,allow
R11,ctx16,res143_read,allow
R92,ctx6,res448_write,allow
R41,ctx20,res19_exe,allow
R100,ctx20,res238_exe,allow
R85,ctx3,res368_read,allow
R44,ctx16,res32_exe,allow
R66,ctx1,res32_write,deny
R72,ctx3,res4_exe,deny
R11,ctx20,res248_write,deny
R84,ctx11,res164_exe,allow
R34,ctx1,res49_exe,allow
R83,ctx12,res421_read,deny
R26,ctx7,res96_read,deny
R92,ctx12,res229_exe,deny
R94,ctx5,res450_write,allow
R35,ctx7,res25_write,deny
R100,ctx2,res53_read,allow
R90,ctx14,res388_exe,allow
R27,ctx11,res71_write,allow
R82,ctx2,res458_exe,deny
R70,ctx18,res310_write,allow
R28,ctx7,res446_read,allow
R51,ctx18,res62_read,allow
R20,ctx12,res272_exe,allow
R38,ctx13,res185_exe,allow
R13,ctx12,res400_read,deny
R96,ctx2,res39_exe,allow
R23,ctx4,res44_read,deny
R67,ctx18,res404_write,allow
R16,ctx7,res120_write,deny
R7,ctx9,res80_write,allow
R65,ctx14,res173_write,allow
R18,ctx3,res154_exe,allow
R22,ctx9,res3_exe,allow
R61,ctx1,res464_write,allow
R57,ctx16,res197_exe,allow
R50,ctx18,res140_exe,deny
R50,ctx5,res107_exe,deny
R88,ctx11,res183_exe,deny
R68,ctx3,res485_write,allow
R86,ctx1,res253_write,allow
R41,ctx3,res357_write,allow
R60,ctx17,res451_write,allow
R90,ctx17,res312_exe,allow
R45,ctx15,res68_exe,allow
R32,ctx8,res337_write,deny
R48,ctx12,res246_exe,deny
R50,ctx1,res159_exe,allow
R48,ctx9,res306_exe,deny
R61,ctx17,res443_write,allow
R62,ctx12,res359_exe,allow
R23,ctx8,res326_exe,allow
R92,ctx1,res257_write,allow
R96,ctx10,res467_exe,allow
R47,ctx3,res209_read,allow
R55,ctx15,res47_read,deny
R93,ctx6,res218_exe,allow
R78,ctx3,res118_exe,allow
R19,ctx11,res448_exe,deny
R36,ctx18,res187_exe,allow
R35,ctx5,res195_write,allow
R80,ctx9,res422_exe,allow
R96,ctx17,res300_exe,allow
R78,ctx10,res392_write,allow
R8,ctx4,res100_read,allow
R78,ctx16,res444_read,allow
R2,ctx20,res390_exe,allow
R16,ctx9,res5_exe,allow
R24,ctx19,res301_exe,allow
R76,ctx20,res472_write,allow
R48,ctx9,res154_exe,allow
R38,ctx5,res123_exe,allow
R91,ctx9,res328_exe,allow
R45,ctx17,res28_exe,allow
R56,ctx15,res186_exe,allow
R64,ctx19,res362_write,allow
R58,ctx7,res176_write,allow
R56,ctx13,res410_exe,allow
R4,ctx5,res21_read,deny
R79,ctx3,res349_exe,allow
R44,ctx9,res485_exe,allow
R70,ctx1,res204_exe,allow
R43,ctx3,res366_exe,allow
R8,ctx16,res273_exe,allow
R92,ctx11,res265_exe,allow
R79,ctx15,res19_exe,allow
R58,ctx13,res301_exe,allow
R7,ctx8,res43_write,allow
R41,ctx4,res356_exe,allow
R87,ctx12,res347_exe,allow
R22,ctx5,res7_exe,allow
R42,ctx2,res36_exe,allow
R79,ctx7,res208_read,allow
R61,ctx9,res167_read,allow
R90,ctx17,res339_exe,allow
R83,ctx14,res451_write,allow
R46,ctx13,res411_exe,allow
R68,ctx5,res338_write,allow
R97,ctx12,res54_write,deny
R58,ctx17,res199_exe,deny
R12,ctx10,res348_read,allow
R61,ctx11,res73_write,deny
R79,ctx20,res195_write,allow
R41,ctx5,res152_exe,allow
R17,ctx1,res312_exe,allow
R14,ctx14,res246_read,allow
R100,ctx11,res220_exe,deny
R5,ctx6,res328_write,allow
R77,ctx14,res31_exe,deny
R15,ctx5,res54_write,allow
R82,ctx11,res249_read,allow
R4,ctx10,res179_exe,allow
R59,ctx15,res97_write,allow
R61,ctx19,res106_exe,deny
R2,ctx8,res244_exe,allow
R98,ctx2,res109_exe,allow
R74,ctx13,res497_exe,allow
R72,ctx19,res363_write,allow
R86,ctx2,res373_exe,allow
R73,ctx12,res451_exe,allow
R81,ctx13,res472_write,allow
R23,ctx13,res79_write,allow
R83,ctx5,res423_read,allow
R49,ctx16,res328_exe,allow
R69,ctx13,res245_exe,allow
R59,ctx20,res492_write,allow
R76,ctx9,res246_exe,allow
R89,ctx16,res85_exe,allow
R81,ctx19,res146_write,allow
R14,ctx18,res366_exe,deny
R73,ctx8,res227_read,allow
R19,ctx14,res163_exe,allow
R77,ctx2,res393_read,allow
R4,ctx2,res26_exe,allow
R97,ctx20,res406_read,allow
R48,ctx19,res113_write,deny
R79,ctx6,res418_read,allow
R52,ctx12,res338_read,allow
R66,ctx16,res178_exe,allow
R91,ctx13,res45_exe,deny
R81,ctx19,res139_write,allow
R47,ctx8,res321_exe,allow
R80,ctx11,res68_exe,deny
R87,ctx19,res263_exe,allow
R29,ctx17,res230_write,allow
R70,ctx7,res321_write,allow
R35,ctx12,res161_exe,allow
R62,ctx9,res72_exe,allow
R79,ctx18,res434_exe,deny
R24,ctx18,res107_exe,allow
R33,ctx16,res488_exe,deny
R32,ctx10,res328_exe,allow
R50,ctx19,res436_exe,allow
R16,ctx9,res175_write,deny
R99,ctx10,res23_write,allow
R62,ctx7,res139_exe,allow
R97,ctx19,res247_write,allow
R4,ctx6,res492_exe,allow
R90,ctx16,res452_exe,deny
R10,ctx18,res413_read,allow
R81,ctx20,res176_write,allow
R86,ctx2,res118_write,deny
R40,ctx3,res80_read,allow
R81,ctx6,res61_write,allow
R100,ctx5,res420_exe,allow
R36,ctx7,res279_exe,deny
R43,ctx13,res125_exe,deny
R50,ctx18,res140_write,allow
R88,ctx7,res65_exe,deny
R23,ctx5,res374_write,deny
R40,ctx17,res373_exe,allow
R47,ctx4,res211_exe,allow
R33,ctx20,res191_exe,allow
R25,ctx5,res478_exe,allow
R81,ctx20,res176_exe,allow
R45,ctx20,res244_write,deny
R76,ctx8,res33_write,allow
R6,ctx1,res55_write,allow
R8,ctx7,res437_exe,allow
R12,ctx13,res224_exe,deny
R38,ctx17,res263_exe,allow
R87,ctx11,res37_write,deny
R11,ctx11,res12_exe,allow
R69,ctx4,res182_write,allow
R27,ctx17,res159_write,deny
R70,ctx10,res249_exe,allow
R22,ctx14,res41_read,allow
R69,ctx8,res280_write,deny
R56,ctx12,res39_exe,allow
R73,ctx6,res284_write,allow
R45,ctx20,res249_write,allow
R3,ctx7,res49_exe,allow
R55,ctx6,res339_read,allow
R9,ctx16,res466_read,allow
R54,ctx10,res428_write,allow
R39,ctx19,res120_exe,allow
R5,ctx3,res50_exe,allow
R10,ctx17,res11_write,allow
R53,ctx4,res298_exe,allow
R21,ctx6,res373_read,allow
R72,ctx15,res434_write,deny
R41,ctx18,res147_read,allow
R12,ctx14,res461_write,allow
R58,ctx14,res300_exe,allow
R47,ctx16,res213_read,allow
R93,ctx14,res132_read,deny
R29,ctx14,res458_exe,allow
R23,ctx9,res449_exe,allow
R17,ctx6,res365_write,allow
R98,ctx11,res369_exe,deny
R32,ctx14,res300_write,allow
R49,ctx3,res428_read,allow
R20,ctx20,res36_exe,allow
R33,ctx4,res113_write,allow
R40,ctx7,res150_read,allow
R79,ctx3,res131_exe,allow
R72,ctx20,res350_read,allow
R18,ctx20,res368_exe,allow
R58,ctx6,res462_exe,allow
R57,ctx9,res141_exe,allow
R15,ctx6,res271_exe,allow
R34,ctx7,res498_read,allow
R48,ctx14,res4_exe,allow
R17,ctx18,res450_read,deny
R49,ctx6,res162_read,allow
R76,ctx16,res248_exe,deny
R88,ctx12,res458_exe,allow
R91,ctx5,res265_write,deny
R1,ctx2,res475_exe,allow
R43,ctx15,res231_exe,allow
R3,ctx7,res49_write,allow
R82,ctx12,res333_write,allow
R92,ctx10,res151_exe,allow
R41,ctx6,res161_write,allow
R6,ctx14,res96_exe,allow
R51,ctx19,res192_write,allow
R77,ctx7,res304_exe,allow
R41,ctx3,res322_exe,deny
R25,ctx7,res125_exe,allow
R33,ctx9,res23_exe,allow
R73,ctx11,res312_exe,deny
R56,ctx2,res446_read,allow
R43,ctx19,res59_exe,allow
R26,ctx17,res168_write,allow
R73,ctx6,res8_write,allow
R37,ctx12,res193_write,allow
R41,ctx8,res361_exe,deny
R33,ctx13,res333_exe,allow
R96,ctx17,res230_read,allow
R67,ctx4,res160_read,allow
R76,ctx18,res499_read,deny
R97,ctx9,res276_exe,allow
R93,ctx5,res70_exe,deny
R18,ctx8,res234_write,deny
R46,ctx2,res285_exe,allow
R9,ctx12,res372_write,allow
R9,ctx11,res417_exe,allow
R26,ctx17,res5_read,allow
R38,ctx3,res374_exe,allow
R53,ctx6,res422_exe,deny
R100,ctx10,res334_exe,deny
R57,ctx9,res30_exe,allow
R54,ctx1,res148_exe,allow
R55,ctx3,res40_exe,allow
R68,ctx12,res6_write,allow
R37,ctx9,res329_exe,allow
R100,ctx4,res149_write,allow
R37,ctx15,res210_write,allow
R20,ctx5,res319_read,allow
R68,ctx20,res432_exe,allow
R72,ctx11,res390_exe,allow
R2,ctx15,res480_read,allow
R5,ctx18,res80_exe,allow
R74,ctx12,res420_read,allow
R3,ctx3,res454_exe,allow
R52,ctx19,res307_write,allow
R23,ctx5,res454_read,allow
R18,ctx12,res387_write,deny
R96,ctx1,res268_exe,allow
R53,ctx10,res434_write,allow
R25,ctx3,res307_exe,deny
R5,ctx16,res290_read,deny
R97,ctx14,res119_write,allow
R55,ctx10,res493_read,deny
R68,ctx12,res209_read,allow
R7,ctx1,res461_read,allow
R70,ctx8,res198_exe,allow
R19,ctx3,res165_exe,allow
R73,ctx10,res55_read,allow
R31,ctx7,res27_exe,allow
R20,ctx6,res413_exe,allow
R73,ctx6,res284_exe,allow
R50,ctx10,res23_exe,allow
R69,ctx16,res66_exe,allow
R21,ctx3,res116_exe,deny
R62,ctx6,res361_write,allow
R10,ctx15,res129_write,allow
R87,ctx14,res248_read,allow
R44,ctx4,res27_read,deny
R45,ctx1,res465_exe,allow
R91,ctx15,res304_write,deny
R40,ctx15,res169_write,allow
R83,ctx5,res116_exe,allow
R73,ctx3,res423_exe,allow
R47,ctx17,res489_exe,allow
R52,ctx1,res314_exe,deny
R100,ctx11,res223_write,allow
R70,ctx4,res296_exe,deny
R68,ctx1,res474_exe,allow
R54,ctx1,res427_exe,allow
R98,ctx19,res186_write,allow
R58,ctx3,res443_read,allow
R65,ctx20,res244_read,deny
R19,ctx2,res482_exe,allow
R21,ctx14,res90_write,deny
R70,ctx13,res475_exe,deny
R96,ctx12,res431_write,deny
R11,ctx9,res41_write,allow
R44,ctx1,res18_exe,allow
R67,ctx17,res373_write,allow
R49,ctx9,res139_read,allow
R11,ctx7,res79_read,deny
R10,ctx10,res421_exe,deny
R93,ctx19,res244_read,deny
R11,ctx6,res74_read,allow
R33,ctx19,res95_exe,allow
R11,ctx17,res355_write,allow
R42,ctx15,res446_exe,allow
R6,ctx7,res105_exe,deny
R48,ctx14,res4_write,allow
R73,ctx1,res491_write,allow
R79,ctx16,res436_read,allow
R67,ctx18,res59_write,allow
R80,ctx15,res205_exe,allow
R99,ctx4,res105_read,allow
R35,ctx8,res167_write,allow
R3,ctx9,res42_exe,allow
R75,ctx15,res306_read,allow
R45,ctx12,res386_exe,deny
R71,ctx2,res234_read,allow
R20,ctx3,res7_write,allow
R69,ctx4,res182_exe,deny
R83,ctx15,res274_read,allow
R36,ctx6,res116_write,allow
R53,ctx11,res488_exe,allow
R5,ctx18,res80_write,deny
R75,ctx7,res345_exe,allow
R14,ctx2,res30_write,deny
R73,ctx13,res251_exe,allow
R72,ctx5,res428_write,allow
R98,ctx10,res427_write,allow
R74,ctx11,res14_read,allow
R58,ctx7,res171_exe,allow
R100,ctx18,res345_exe,allow
R56,ctx5,res481_exe,allow
R23,ctx4,res304_exe,allow
R70,ctx7,res321_exe,allow
R49,ctx16,res264_read,allow
R44,ctx11,res7_exe,deny
R17,ctx12,res457_exe,allow
R86,ctx4,res59_read,allow
R30,ctx16,res166_write,deny
R30,ctx6,res222_read,deny
R81,ctx8,res324_read,allow
R43,ctx1,res286_exe,allow
R79,ctx9,res28_exe,allow
R91,ctx14,res482_exe,allow
R50,ctx3,res131_exe,allow
R65,ctx5,res479_exe,allow
R43,ctx18,res141_read,deny
R64,ctx14,res45_exe,allow
R36,ctx2,res448_write,allow
R98,ctx3,res256_write,allow
R74,ctx3,res85_read,allow
R99,ctx4,res291_write,allow
R45,ctx8,res77_write,allow
R37,ctx1,res161_exe,deny
R73,ctx13,res189_exe,deny
R41,ctx2,res221_exe,allow
R41,ctx16,res476_exe,deny
R87,ctx16,res140_exe,allow
R36,ctx19,res54_read,allow
R34,ctx7,res116_write,allow
R29,ctx1,res341_exe,allow
R94,ctx12,res330_write,allow
R90,ctx3,res475_read,allow
R22,ctx5,res129_exe,deny
R46,ctx17,res369_write,deny
R35,ctx19,res291_write,allow
R7,ctx1,res437_exe,allow
R58,ctx11,res2_write,allow
R27,ctx10,res388_exe,allow
R6,ctx15,res61_write,allow
R91,ctx13,res415_write,allow
R53,ctx19,res270_write,allow
R13,ctx13,res379_exe,allow
R38,ctx18,res20_write,deny
R62,ctx13,res477_write,deny
R72,ctx12,res136_exe,allow
R73,ctx19,res55_exe,allow
R22,ctx15,res446_write,allow
R26,ctx2,res275_write,deny
R60,ctx7,res52_exe,allow
R32,ctx5,res245_exe,allow
R53,ctx20,res168_read,deny
R25,ctx13,res111_read,deny
R19,ctx19,res110_write,allow
R3,ctx15,res80_exe,allow
R45,ctx20,res244_exe,allow
R81,ctx13,res159_write,allow
R98,ctx7,res379_exe,allow
R92,ctx19,res228_read,allow
R8,ctx15,res132_write,allow
R41,ctx13,res13_read,deny
R41,ctx12,res73_exe,allow
R35,ctx17,res433_write,allow
R2,ctx2,res324_write,allow
R25,ctx18,res34_write,allow
R60,ctx15,res121_write,allow
R52,ctx17,res38_exe,allow
R36,ctx3,res298_write,allow
R52,ctx5,res310_exe,deny
R20,ctx8,res422_read,allow
R65,ctx10,res447_write,deny
R11,ctx14,res177_read,allow
R53,ctx11,res305_read,allow
R23,ctx2,res260_write,allow
R29,ctx13,res31_exe,deny
R49,ctx11,res307_read,deny
R7,ctx19,res417_exe,allow
R82,ctx1,res216_read,allow
R32,ctx11,res16_exe,allow
R23,ctx2,res260_exe,allow
R34,ctx5,res239_exe,allow
R73,ctx5,res295_read,deny
R8,ctx1,res124_exe,allow
R39,ctx2,res24_read,allow
R25,ctx8,res198_exe,allow
R95,ctx19,res325_exe,deny
R35,ctx1,res32_exe,allow
R54,ctx10,res99_exe,allow
R92,ctx20,res72_exe,allow
R34,ctx5,res28_exe,allow
R44,ctx14,res44_exe,deny
R49,ctx3,res49_read,allow
R29,ctx10,res179_exe,allow
R67,ctx17,res373_exe,allow
R98,ctx13,res431_write,allow
R98,ctx14,res296_write,allow
R89,ctx4,res135_read,allow
R85,ctx12,res383_read,allow
R33,ctx13,res156_exe,deny
R68,ctx19,res254_write,allow
R18,ctx2,res378_read,allow
R46,ctx4,res449_write,deny
R63,ctx17,res109_write,allow
R98,ctx20,res34_exe,allow
R79,ctx15,res276_write,deny
R88,ctx10,res414_write,allow
R22,ctx9,res413_exe,allow
R74,ctx7,res123_exe,allow
R75,ctx4,res176_read,allow
R64,ctx17,res3_exe,deny
R40,ctx18,res123_write,allow
R47,ctx7,res216_exe,allow
R6,ctx12,res316_read,allow
R70,ctx20,res296_exe,allow
R21,ctx10,res488_exe,allow
R64,ctx17,res169_exe,allow
R10,ctx16,res181_write,allow
R24,ctx5,res245_read,allow
R89,ctx12,res322_write,allow
R45,ctx6,res420_read,allow
R75,ctx12,res123_write,allow
R70,ctx16,res342_write,allow
R5,ctx10,res478_exe,allow
R29,ctx2,res465_exe,deny
R61,ctx6,res30_read,allow
R82,ctx1,res439_exe,allow
R20,ctx15,res129_write,allow
R29,ctx14,res354_exe,allow
R42,ctx15,res446_write,allow
R54,ctx13,res75_exe,deny
R62,ctx7,res278_exe,allow
R91,ctx9,res86_write,allow
R70,ctx14,res169_write,allow
R94,ctx1,res97_read,allow
R77,ctx10,res476_exe,allow
R33,ctx17,res248_write,allow
R92,ctx3,res208_exe,allow
R36,ctx3,res384_write,allow
R59,ctx3,res101_read,allow
R15,ctx19,res227_exe,deny
R69,ctx18,res397_exe,allow
R76,ctx16,res479_exe,allow
R81,ctx6,res302_write,allow
R78,ctx6,res225_write,deny
R84,ctx20,res186_exe,deny
R16,ctx8,res206_exe,deny
R18,ctx4,res188_exe,allow
R36,ctx4,res495_write,deny
R40,ctx11,res394_read,allow
R66,ctx3,res203_exe,allow
R24,ctx9,res483_exe,allow
R65,ctx13,res97_exe,allow
R93,ctx19,res122_exe,allow
R44,ctx9,res252_read,allow
R45,ctx10,res344_write,allow
R12,ctx14,res461_exe,allow
R98,ctx20,res338_write,deny
R1,ctx17,res47_exe,allow
R93,ctx6,res67_exe,allow
R52,ctx19,res407_exe,allow
R64,ctx13,res331_read,allow
R57,ctx17,res88_exe,allow
R55,ctx15,res418_read,allow
R7,ctx13,res72_write,allow
R73,ctx9,res112_exe,allow
R60,ctx6,res365_exe,allow
R2,ctx13,res237_exe,allow
R46,ctx20,res458_exe,deny
R72,ctx7,res89_exe,allow
R13,ctx15,res450_write,allow
R33,ctx10,res483_exe,allow
R47,ctx15,res102_exe,deny
R40,ctx20,res216_write,deny
R31,ctx6,res145_read,allow
R74,ctx7,res123_write,deny
R19,ctx8,res229_read,deny
R18,ctx17,res40_read,allow
R98,ctx19,res186_exe,allow
R72,ctx15,res425_exe,allow
R15,ctx3,res149_read,allow
R77,ctx20,res269_read,allow
R46,ctx15,res184_read,allow
R100,ctx16,res236_exe,allow
R20,ctx12,res266_write,allow
R42,ctx4,res414_exe,allow
R60,ctx15,res121_exe,allow
R32,ctx9,res459_exe,allow
R66,ctx3,res203_write,allow
R10,ctx1,res308_write,allow
R23,ctx9,res449_write,allow
R4,ctx9,res232_read,deny
R77,ctx6,res305_read,allow
R31,ctx16,res398_read,allow
R61,ctx1,res464_exe,deny
R74,ctx2,res358_exe,deny
R26,ctx2,res275_exe,allow
R41,ctx16,res425_exe,allow
R64,ctx6,res133_read,allow
R79,ctx12,res171_exe,allow
R29,ctx17,res230_exe,deny
R55,ctx1,res146_exe,allow
R37,ctx9,res329_write,deny
R79,ctx2,res221_exe,allow
R9,ctx8,res91_exe,deny
R6,ctx11,res320_read,allow
R46,ctx11,res244_exe,allow
R74,ctx14,res95_write,allow
R89,ctx2,res407_read,allow
R18,ctx19,res342_write,allow
R72,ctx5,res428_exe,allow
R67,ctx17,res308_read,allow
R99,ctx20,res467_write,allow
R43,ctx2,res482_write,allow
R43,ctx9,res4_exe,allow
R64,ctx14,res464_exe,allow
R16,ctx12,res333_exe,allow
R9,ctx4,res67_exe,allow
R77,ctx15,res409_read,deny
R50,ctx15,res175_write,allow
R12,ctx4,res396_write,allow
R64,ctx8,res471_exe,allow
R34,ctx17,res230_exe,allow
R45,ctx7,res120_write,allow
R13,ctx11,res473_read,allow
R29,ctx10,res238_write,allow
R71,ctx6,res379_exe,deny
R14,ctx19,res129_exe,allow
R80,ctx14,res112_exe,allow
R73,ctx16,res361_exe,allow
R6,ctx20,res403_exe,allow
R73,ctx15,res447_write,deny
R84,ctx18,res39_exe,allow
R61,ctx20,res253_write,allow
R43,ctx15,res137_read,allow
R78,ctx16,res393_exe,allow
R29,ctx15,res399_read,allow
R17,ctx11,res281_write,allow
R74,ctx8,res436_write,allow
R6,ctx11,res221_write,allow
R1,ctx12,res479_write,allow
R38,ctx3,res56_write,allow
R51,ctx10,res394_read,deny
R98,ctx1,res356_exe,allow
R39,ctx16,res313_read,allow
R6,ctx1,res55_exe,allow
R54,ctx19,res45_exe,allow
R61,ctx5,res187_exe,deny
R100,ctx16,res442_exe,allow
R42,ctx4,res414_write,allow
R58,ctx3,res475_exe,allow
R40,ctx4,res335_exe,allow
R17,ctx13,res414_write,allow
R94,ctx5,res290_exe,allow
R74,ctx8,res292_read,allow
R70,ctx18,res310_exe,allow
R75,ctx1,res315_read,allow
R34,ctx18,res324_write,allow
R56,ctx12,res220_read,deny
R68,ctx1,res296_read,deny
R5,ctx11,res169_write,allow
R31,ctx20,res277_read,allow
R40,ctx18,res123_exe,allow
R23,ctx18,res237_read,allow
R75,ctx9,res413_exe,allow
R60,ctx3,res254_exe,allow
R53,ctx5,res258_exe,allow
R37,ctx3,res316_exe,allow
R30,ctx18,res80_read,deny
R26,ctx5,res178_exe,allow
R6,ctx20,res40_write,deny
R69,ctx1,res487_exe,allow
R79,ctx20,res398_exe,deny
R52,ctx8,res141_write,allow
R35,ctx12,res62_read,allow
R57,ctx2,res116_exe,deny
R45,ctx3,res419_exe,deny
R34,ctx17,res166_exe,allow
