Role,Context,Capability,Permission
R45,ctx12,res136_exe,deny
R29,ctx10,res36_write,allow
R41,ctx6,res62_write,allow
R14,ctx12,res391_exe,allow
R49,ctx11,res416_write,allow
R74,ctx7,res247_write,allow
R49,ctx16,res267_exe,deny
R5,ctx15,res210_read,deny
R87,ctx19,res283_write,allow
R21,ctx8,res155_exe,allow
R72,ctx6,res78_exe,allow
R4,ctx10,res274_write,allow
R45,ctx16,res363_write,allow
R26,ctx1,res47_write,deny
R17,ctx12,res472_read,allow
R74,ctx8,res26_write,allow
R59,ctx20,res198_exe,allow
R14,ctx16,res59_write,allow
R70,ctx14,res4_exe,allow
R7,ctx17,res245_write,allow
R45,ctx8,res229_write,allow
R37,ctx14,res265_exe,allow
R34,ctx6,res22_write,allow
R100,ctx16,res78_read,allow
R61,ctx5,res29_read,deny
R8,ctx18,res2_exe,allow
R68,ctx17,res297_exe,allow
R90,ctx19,res445_exe,allow
R68,ctx12,res215_read,allow
R20,ctx12,res240_exe,deny
R36,ctx5,res127_write,allow
R43,ctx8,res500_read,allow
R100,ctx4,res282_exe,allow
R51,ctx7,res120_exe,allow
R12,ctx13,res116_exe,allow
R14,ctx13,res86_read,allow
R7,ctx12,res186_exe,allow
R8,ctx17,res63_exe,allow
R2,ctx15,res456_read,allow
R39,ctx15,res5_exe,allow
R21,ctx14,res148_write,deny
R58,ctx14,res44_exe,deny
R58,ctx15,res241_exe,allow
R33,ctx1,res132_write,allow
R65,ctx18,res128_exe,deny
R62,ctx13,res281_exe,allow
R73,ctx1,res241_exe,allow
R46,ctx14,res306_write,deny
R99,ctx2,res327_read,deny
R34,ctx17,res34_exe,allow
R45,ctx8,res229_exe,allow
R79,ctx10,res178_write,allow
R89,ctx18,res296_exe,deny
R28,ctx6,res322_exe,deny
R73,ctx6,res228_exe,allow
R90,ctx6,res145_exe,allow
R15,ctx14,res146_exe,allow
R97,ctx20,res14_exe,allow
R91,ctx3,res150_read,allow
R3,ctx7,res333_exe,allow
R42,ctx8,res126_exe,deny
R8,ctx7,res73_exe,allow
R20,ctx6,res342_read,deny
R34,ctx7,res453_write,allow
R87,ctx9,res374_write,allow
R51,ctx3,res354_exe,allow
R18,ctx12,res456_read,allow
R73,ctx20,res392_write,allow
R85,ctx18,res166_exe,allow
R15,ctx9,res267_write,allow
R61,ctx7,res473_read,allow
R67,ctx10,res315_exe,deny
R38,ctx13,res364_write,allow
R58,ctx1,res174_exe,deny
R96,ctx10,res192_read,deny
R53,ctx19,res385_write,allow
R72,ctx20,res395_exe,allow
R1,ctx13,res191_read,allow
R66,ctx17,res197_exe,deny
R78,ctx6,res35_exe,allow
R61,ctx3,res20_exe,allow
R25,ctx2,res326_write,allow
R9,ctx10,res433_write,allow
R18,ctx8,res442_read,deny
R15,ctx10,res175_exe,allow
R71,ctx3,res328_read,deny
R68,ctx14,res186_write,allow
R14,ctx15,res173_exe,allow
R12,ctx13,res116_write,allow
R1,ctx9,res323_write,allow
R85,ctx7,res70_write,allow
R27,ctx11,res122_exe,allow
R30,ctx16,res345_exe,allow
R95,ctx14,res101_exe,deny
R24,ctx7,res330_read,allow
R26,ctx6,res218_exe,allow
R73,ctx19,res330_write,allow
R46,ctx7,res155_exe,allow
R71,ctx6,res444_write,allow
R36,ctx2,res349_exe,allow
R55,ctx6,res297_exe,allow
R10,ctx17,res235_write,allow
R38,ctx14,res191_read,allow
R7,ctx14,res401_exe,allow
R21,ctx3,res30_exe,allow
R17,ctx19,res401_read,allow
R97,ctx6,res403_exe,allow
R74,ctx13,res113_write,allow
R4,ctx4,res120_read,deny
R68,ctx20,res482_read,allow
R74,ctx10,res208_exe,allow
R65,ctx10,res292_read,deny
R79,ctx15,res442_read,allow
R77,ctx19,res176_exe,allow
R67,ctx14,res107_read,deny
R47,ctx13,res212_write,allow
R63,ctx18,res400_exe,allow
R98,ctx16,res182_write,allow
R34,ctx5,res251_read,allow
R25,ctx7,res169_exe,allow
R31,ctx12,res257_exe,allow
R4,ctx3,res152_exe,allow
R46,ctx8,res61_exe,allow
R25,ctx6,res310_read,allow
R71,ctx11,res316_write,allow
R30,ctx12,res235_exe,allow
R26,ctx15,res262_exe,allow
R38,ctx19,res71_exe,allow
R73,ctx12,res154_read,deny
R33,ctx9,res178_read,allow
R5,ctx2,res416_read,allow
R52,ctx6,res262_write,allow
R82,ctx9,res337_write,allow
R2,ctx8,res284_exe,allow
R24,ctx6,res396_exe,allow
R17,ctx2,res496_exe,allow
R52,ctx10,res257_exe,allow
R91,ctx9,res351_write,allow
R77,ctx13,res106_exe,allow
R32,ctx8,res357_read,allow
R50,ctx10,res422_exe,allow
R38,ctx4,res495_read,allow
R26,ctx1,res47_exe,allow
R34,ctx16,res365_exe,allow
R83,ctx14,res447_write,deny
R64,ctx15,res477_read,deny
R98,ctx11,res197_read,allow
R64,ctx13,res222_read,deny
R42,ctx5,res123_write,allow
R65,ctx20,res228_write,allow
R58,ctx3,res386_write,allow
R37,ctx4,res15_exe,allow
R78,ctx3,res449_write,allow
R65,ctx12,res93_write,allow
R8,ctx16,res352_write,allow
R30,ctx3,res20_write,allow
R16,ctx18,res420_exe,deny
R19,ctx2,res421_write,allow
R78,ctx10,res391_read,deny
R50,ctx15,res115_write,allow
R14,ctx2,res56_write,allow
R84,ctx11,res424_exe,allow
R39,ctx10,res176_exe,deny
R72,ctx19,res263_exe,allow
R88,ctx11,res305_read,allow
R18,ctx17,res255_write,allow
R82,ctx1,res157_exe,allow
R45,ctx15,res40_write,deny
R83,ctx8,res463_read,allow
R81,ctx15,res129_read,deny
R14,ctx8,res160_write,allow
R87,ctx7,res416_read,allow
R77,ctx1,res127_write,allow
R29,ctx10,res36_exe,allow
R36,ctx13,res15_write,allow
R6,ctx12,res27_exe,deny
R90,ctx10,res424_read,allow
R32,ctx20,res413_write,allow
R8,ctx13,res150_exe,allow
R36,ctx6,res122_exe,allow
R49,ctx1,res391_write,allow
R65,ctx18,res128_write,allow
R39,ctx2,res40_write,allow
R87,ctx6,res188_write,allow
R71,ctx2,res337_read,allow
R53,ctx8,res227_exe,allow
R54,ctx18,res272_read,allow
R27,ctx10,res379_exe,allow
R75,ctx11,res389_read,allow
R47,ctx10,res38_write,allow
R53,ctx18,res322_write,allow
R8,ctx15,res137_exe,allow
R45,ctx2,res98_exe,allow
R42,ctx19,res381_exe,allow
R23,ctx2,res298_read,allow
R71,ctx11,res316_exe,allow
R68,ctx15,res142_write,deny
R5,ctx9,res441_write,allow
R41,ctx6,res62_exe,deny
R35,ctx17,res233_read,allow
R61,ctx1,res269_read,allow
R64,ctx6,res314_exe,deny
R17,ctx17,res122_write,allow
R49,ctx6,res180_exe,allow
R6,ctx7,res238_exe,allow
R52,ctx18,res142_write,allow
R24,ctx14,res348_read,allow
R65,ctx14,res477_write,deny
R92,ctx1,res225_write,allow
R65,ctx1,res252_read,allow
R22,ctx7,res141_write,allow
R21,ctx18,res169_read,deny
R91,ctx16,res216_write,allow
R95,ctx15,res351_exe,allow
R43,ctx9,res232_exe,allow
R31,ctx13,res77_exe,allow
R94,ctx5,res220_exe,allow
R77,ctx12,res446_exe,allow
R34,ctx3,res15_write,allow
R38,ctx17,res147_exe,allow
R73,ctx9,res429_read,allow
R70,ctx1,res358_exe,allow
R68,ctx19,res410_exe,allow
R91,ctx19,res65_write,deny
R4,ctx17,res213_read,allow
R11,ctx6,res143_write,allow
R47,ctx10,res38_exe,allow
R100,ctx1,res204_read,deny
R29,ctx15,res331_write,deny
R95,ctx4,res234_exe,deny
R98,ctx1,res191_write,allow
R47,ctx7,res286_write,allow
R63,ctx14,res275_exe,allow
R67,ctx7,res275_exe,allow
R41,ctx11,res151_write,allow
R62,ctx16,res9_exe,allow
R7,ctx4,res121_read,deny
R16,ctx9,res109_write,allow
R24,ctx10,res309_read,allow
R37,ctx2,res90_write,allow
R21,ctx6,res500_exe,deny
R57,ctx3,res110_write,allow
R6,ctx1,res420_write,allow
R14,ctx5,res127_write,allow
R91,ctx5,res136_exe,allow
R15,ctx16,res222_exe,allow
R9,ctx10,res433_exe,allow
R24,ctx16,res9_exe,allow
R62,ctx12,res500_read,allow
R47,ctx13,res212_exe,allow
R98,ctx2,res8_exe,allow
