Role,Context,Capability,Permission
R91,ctx9,res176_exe,allow
R27,ctx13,res356_exe,allow
R3,ctx19,res429_exe,allow
R96,ctx17,res441_read,allow
R87,ctx12,res380_read,deny
R16,ctx17,res455_read,allow
R74,ctx20,res30_read,allow
R91,ctx16,res36_write,allow
R56,ctx20,res388_exe,allow
R55,ctx15,res180_exe,allow
R65,ctx20,res102_write,allow
R45,ctx17,res75_exe,deny
R47,ctx18,res159_exe,allow
R73,ctx16,res17_exe,allow
R8,ctx17,res59_read,allow
R52,ctx5,res101_write,allow
R50,ctx2,res486_exe,allow
R17,ctx17,res388_exe,deny
R30,ctx19,res21_write,allow
R35,ctx20,res324_read,allow
R40,ctx19,res116_read,allow
R79,ctx12,res485_read,allow
R21,ctx6,res40_exe,allow
R92,ctx5,res433_exe,allow
R92,ctx16,res368_write,deny
R88,ctx15,res50_exe,allow
R51,ctx18,res374_exe,allow
R71,ctx6,res45_exe,allow
R41,ctx2,res243_read,allow
R56,ctx11,res270_read,deny
R37,ctx11,res28_exe,deny
R22,ctx9,res308_exe,allow
R96,ctx12,res312_exe,allow
R73,ctx10,res384_exe,deny
R50,ctx18,res61_exe,allow
R58,ctx3,res264_exe,allow
R39,ctx16,res93_write,allow
R26,ctx18,res474_exe,allow
R58,ctx1,res167_exe,allow
R32,ctx5,res465_exe,deny
R44,ctx14,res18_exe,allow
R41,ctx10,res394_exe,allow
R7,ctx15,res448_exe,allow
R15,ctx9,res115_read,allow
R11,ctx16,res40_write,allow
R54,ctx18,res452_read,deny
R23,ctx8,res479_write,allow
R71,ctx12,res352_exe,allow
R72,ctx15,res344_exe,allow
R64,ctx16,res483_exe,deny
R37,ctx11,res487_exe,deny
R10,ctx3,res165_write,allow
R42,ctx9,res160_write,deny
R3,ctx3,res297_exe,allow
R59,ctx12,res400_read,allow
R59,ctx9,res115_write,deny
R63,ctx9,res26_exe,allow
R38,ctx13,res379_exe,allow
R47,ctx4,res171_read,deny
R17,ctx7,res337_exe,allow
R24,ctx15,res332_exe,allow
R100,ctx20,res127_write,allow
R55,ctx15,res467_exe,allow
R92,ctx19,res443_exe,allow
R86,ctx1,res37_read,allow
R39,ctx2,res378_write,deny
R91,ctx9,res299_exe,allow
R80,ctx10,res387_read,allow
R18,ctx3,res16_exe,deny
R36,ctx6,res391_read,allow
R10,ctx6,res448_read,allow
R61,ctx12,res268_read,allow
R89,ctx18,res186_exe,allow
R92,ctx11,res103_exe,allow
R8,ctx1,res198_read,deny
R67,ctx15,res476_exe,allow
R40,ctx15,res115_exe,deny
R95,ctx7,res209_exe,allow
R73,ctx13,res22_exe,allow
R60,ctx11,res262_write,allow
R69,ctx5,res404_exe,deny
R46,ctx13,res239_write,allow
R97,ctx4,res18_write,allow
R67,ctx10,res22_write,allow
R75,ctx4,res384_exe,allow
R50,ctx14,res500_exe,allow
R58,ctx1,res459_exe,allow
R87,ctx12,res238_exe,deny
R23,ctx11,res491_exe,allow
R75,ctx9,res257_exe,allow
R92,ctx8,res259_exe,allow
R34,ctx5,res183_exe,allow
R44,ctx4,res433_exe,allow
R95,ctx12,res190_exe,allow
R19,ctx1,res459_write,allow
R31,ctx16,res364_exe,allow
R15,ctx7,res177_exe,allow
R99,ctx4,res150_exe,allow
R78,ctx2,res166_read,deny
R99,ctx4,res438_exe,deny
R49,ctx14,res399_exe,allow
R44,ctx12,res128_write,allow
R34,ctx2,res71_exe,allow
R38,ctx17,res435_exe,allow
R25,ctx8,res116_exe,allow
R21,ctx10,res376_exe,allow
R17,ctx11,res463_exe,allow
R56,ctx13,res204_exe,allow
R3,ctx14,res117_exe,deny
R7,ctx15,res3_write,deny
R36,ctx16,res343_exe,allow
R57,ctx3,res38_write,allow
R54,ctx2,res22_read,allow
R50,ctx13,res202_read,allow
R7,ctx5,res264_write,deny
R34,ctx16,res15_read,deny
R33,ctx9,res332_read,deny
R23,ctx4,res4_write,allow
R81,ctx15,res165_read,allow
R43,ctx2,res245_exe,deny
R98,ctx14,res465_exe,allow
R56,ctx20,res388_write,allow
R29,ctx14,res292_exe,allow
R99,ctx8,res199_exe,allow
R84,ctx13,res379_read,allow
R73,ctx8,res11_read,deny
R64,ctx9,res454_exe,allow
R43,ctx5,res318_read,allow
R99,ctx4,res125_read,deny
R22,ctx16,res204_write,allow
R39,ctx5,res235_write,allow
R69,ctx6,res341_exe,deny
R46,ctx17,res54_write,allow
R65,ctx10,res404_read,allow
R27,ctx13,res130_exe,allow
R43,ctx8,res260_exe,allow
R90,ctx13,res87_exe,allow
R93,ctx10,res347_exe,allow
R73,ctx15,res309_write,allow
R69,ctx7,res115_exe,allow
R86,ctx17,res309_exe,allow
R83,ctx3,res280_read,allow
R23,ctx9,res367_read,allow
R59,ctx1,res436_write,allow
R22,ctx7,res81_exe,allow
R21,ctx15,res314_exe,deny
R30,ctx3,res98_exe,allow
R48,ctx11,res117_exe,deny
R55,ctx1,res46_write,allow
R14,ctx14,res423_write,deny
R45,ctx16,res302_exe,deny
R73,ctx10,res163_exe,allow
R60,ctx11,res112_exe,allow
R73,ctx3,res323_exe,allow
R45,ctx9,res287_exe,allow
R22,ctx4,res275_read,allow
R54,ctx13,res36_read,deny
R19,ctx8,res71_write,allow
R69,ctx5,res466_write,allow
R30,ctx3,res465_read,allow
R17,ctx20,res471_exe,allow
R67,ctx4,res87_read,deny
R45,ctx8,res125_exe,allow
R7,ctx5,res56_read,allow
R25,ctx18,res405_exe,deny
R51,ctx6,res29_write,deny
R46,ctx8,res380_exe,deny
R80,ctx6,res128_write,deny
R88,ctx12,res197_write,allow
R87,ctx16,res433_write,allow
R7,ctx4,res316_write,allow
R6,ctx12,res359_exe,allow
R39,ctx19,res492_read,allow
R6,ctx12,res26_write,allow
R1,ctx19,res432_read,deny
R87,ctx6,res452_exe,allow
R36,ctx19,res451_exe,deny
R76,ctx4,res369_write,deny
R43,ctx18,res185_write,allow
R67,ctx10,res374_exe,allow
R70,ctx9,res98_exe,allow
R80,ctx9,res332_exe,allow
R16,ctx13,res275_read,allow
R78,ctx13,res446_write,allow
R75,ctx7,res308_exe,deny
R6,ctx4,res119_read,allow
R96,ctx20,res100_read,allow
R44,ctx4,res433_write,deny
R46,ctx4,res475_exe,allow
R67,ctx7,res63_read,deny
R16,ctx9,res161_read,deny
R13,ctx10,res396_exe,allow
R6,ctx17,res482_write,allow
R17,ctx19,res428_exe,allow
R84,ctx18,res97_write,deny
R4,ctx19,res464_write,allow
R15,ctx7,res189_exe,allow
R23,ctx9,res385_write,allow
R37,ctx15,res120_exe,allow
R45,ctx4,res194_exe,allow
R1,ctx17,res213_write,allow
R56,ctx3,res20_write,allow
R90,ctx7,res153_exe,deny
R96,ctx1,res269_exe,allow
R85,ctx13,res374_read,allow
R56,ctx5,res491_exe,allow
R60,ctx5,res66_read,allow
R77,ctx2,res353_write,allow
R90,ctx20,res92_read,allow
R83,ctx2,res15_read,allow
R74,ctx7,res135_write,allow
R8,ctx15,res42_exe,allow
R57,ctx9,res350_write,allow
R70,ctx16,res2_exe,allow
R49,ctx8,res312_exe,deny
R89,ctx4,res472_read,allow
R69,ctx13,res321_exe,allow
R99,ctx17,res280_write,deny
R76,ctx18,res103_write,allow
R35,ctx20,res318_read,allow
R53,ctx8,res465_exe,allow
R96,ctx19,res404_write,deny
R38,ctx14,res15_write,allow
R90,ctx19,res211_exe,allow
R71,ctx2,res273_exe,allow
R4,ctx12,res376_read,allow
R56,ctx15,res209_write,allow
R61,ctx4,res465_read,allow
R28,ctx6,res350_write,allow
R2,ctx2,res181_write,allow
R19,ctx12,res326_exe,allow
R19,ctx11,res87_exe,allow
R23,ctx11,res188_write,allow
R46,ctx13,res400_exe,allow
R89,ctx12,res207_exe,allow
R59,ctx15,res406_read,deny
R44,ctx18,res301_write,allow
R83,ctx15,res323_read,allow
R13,ctx5,res427_read,allow
R68,ctx11,res197_exe,allow
R58,ctx4,res215_exe,deny
R18,ctx2,res480_exe,allow
R92,ctx19,res498_write,allow
R84,ctx7,res19_exe,allow
R41,ctx16,res73_exe,allow
R11,ctx15,res229_read,allow
R44,ctx11,res49_exe,allow
R32,ctx3,res12_exe,allow
R5,ctx19,res117_exe,allow
R23,ctx4,res4_exe,allow
R49,ctx19,res482_exe,allow
R14,ctx18,res319_exe,allow
R4,ctx12,res186_exe,allow
R61,ctx10,res395_read,deny
R46,ctx9,res372_exe,allow
R57,ctx18,res63_exe,allow
R53,ctx20,res56_exe,allow
R84,ctx11,res436_write,allow
R10,ctx1,res170_exe,allow
R33,ctx17,res388_exe,allow
R79,ctx2,res368_write,deny
R6,ctx12,res316_write,allow
R50,ctx16,res85_read,allow
R78,ctx13,res216_exe,allow
R74,ctx20,res434_exe,allow
R93,ctx14,res490_exe,allow
R65,ctx13,res260_exe,deny
R54,ctx10,res292_exe,allow
R90,ctx16,res185_read,allow
R43,ctx18,res3_write,allow
R52,ctx10,res492_write,allow
R10,ctx2,res107_read,allow
R7,ctx1,res17_exe,allow
R82,ctx11,res274_exe,allow
R8,ctx2,res183_exe,allow
R3,ctx7,res135_exe,allow
R87,ctx11,res308_exe,deny
R99,ctx16,res474_write,deny
R58,ctx7,res115_exe,allow
R8,ctx9,res71_write,allow
R45,ctx16,res450_exe,allow
R38,ctx4,res275_exe,allow
R38,ctx5,res125_exe,deny
R34,ctx17,res495_exe,allow
R12,ctx8,res323_exe,deny
R1,ctx11,res429_exe,allow
R24,ctx5,res495_exe,allow
R75,ctx14,res277_exe,allow
R76,ctx18,res103_exe,deny
R78,ctx16,res170_exe,deny
R37,ctx1,res152_write,allow
R17,ctx17,res50_exe,deny
R32,ctx9,res346_exe,allow
R77,ctx19,res256_read,deny
R30,ctx8,res491_exe,allow
R44,ctx6,res315_write,allow
R91,ctx9,res299_write,allow
R70,ctx17,res40_exe,allow
R29,ctx14,res376_write,allow
R1,ctx3,res332_exe,allow
R14,ctx8,res335_read,allow
R26,ctx12,res269_read,deny
R85,ctx12,res44_write,allow
R48,ctx11,res440_write,deny
R23,ctx19,res329_exe,allow
R3,ctx14,res352_exe,allow
R66,ctx9,res135_write,allow
R53,ctx4,res320_exe,allow
R14,ctx5,res162_exe,allow
R51,ctx9,res306_read,allow
R4,ctx4,res56_read,allow
R73,ctx9,res427_exe,allow
R52,ctx17,res157_write,allow
R8,ctx20,res239_exe,allow
R70,ctx10,res406_exe,allow
R53,ctx16,res14_read,deny
R71,ctx14,res174_write,allow
R45,ctx16,res472_exe,allow
R62,ctx7,res259_exe,allow
R35,ctx10,res114_write,allow
R34,ctx17,res360_exe,allow
R53,ctx11,res128_exe,allow
R60,ctx6,res247_exe,allow
R83,ctx12,res133_read,allow
R70,ctx12,res330_write,deny
R91,ctx17,res69_read,allow
R3,ctx15,res470_write,allow
R98,ctx17,res334_write,allow
R8,ctx2,res423_exe,allow
R52,ctx6,res256_exe,allow
R14,ctx12,res47_exe,allow
R35,ctx18,res215_read,allow
R92,ctx13,res318_read,deny
R42,ctx19,res8_write,deny
R23,ctx20,res260_write,deny
R61,ctx9,res102_write,allow
R10,ctx10,res172_write,allow
R50,ctx5,res186_exe,allow
R42,ctx2,res378_read,allow
R52,ctx6,res284_exe,allow
R54,ctx18,res459_read,allow
R42,ctx8,res193_write,allow
R15,ctx5,res287_write,allow
R74,ctx1,res398_exe,allow
R66,ctx7,res389_read,deny
R34,ctx7,res138_exe,deny
R13,ctx15,res51_exe,allow
R13,ctx16,res425_exe,allow
R72,ctx3,res96_exe,allow
R76,ctx8,res85_read,allow
R18,ctx4,res272_read,allow
R86,ctx5,res4_exe,allow
R43,ctx4,res257_exe,allow
R69,ctx8,res198_write,allow
R20,ctx17,res9_write,allow
R44,ctx16,res418_exe,allow
R87,ctx15,res54_exe,allow
R42,ctx9,res370_exe,allow
R51,ctx2,res395_write,allow
R83,ctx8,res175_exe,allow
R37,ctx11,res29_read,allow
R67,ctx7,res84_exe,allow
R30,ctx2,res491_exe,allow
R76,ctx20,res377_write,allow
R52,ctx10,res124_exe,deny
R3,ctx4,res245_exe,allow
R98,ctx3,res340_exe,deny
R26,ctx6,res370_write,allow
R4,ctx9,res327_exe,allow
R99,ctx15,res296_write,deny
R95,ctx14,res269_read,deny
R100,ctx7,res224_exe,allow
R12,ctx8,res41_exe,deny
R38,ctx18,res42_write,allow
R43,ctx4,res257_write,deny
R15,ctx6,res358_write,allow
R50,ctx15,res428_read,allow
R96,ctx15,res374_read,allow
R3,ctx12,res449_exe,allow
R90,ctx5,res131_write,allow
R21,ctx20,res232_write,allow
R32,ctx13,res62_write,allow
R20,ctx12,res301_read,allow
R77,ctx12,res231_exe,deny
R28,ctx7,res166_write,deny
R49,ctx3,res284_write,allow
R55,ctx1,res151_read,deny
R18,ctx3,res414_exe,allow
R71,ctx7,res463_exe,deny
R50,ctx10,res366_read,allow
R48,ctx12,res264_exe,deny
R63,ctx20,res475_write,deny
R60,ctx3,res291_exe,allow
R3,ctx3,res106_exe,deny
R48,ctx9,res260_read,allow
R79,ctx13,res30_write,allow
R48,ctx14,res297_exe,allow
R57,ctx8,res263_exe,allow
R59,ctx17,res383_write,allow
R72,ctx12,res301_exe,allow
R32,ctx11,res275_exe,allow
R96,ctx18,res34_read,deny
R76,ctx3,res395_exe,deny
R89,ctx3,res39_exe,allow
R38,ctx6,res81_exe,allow
R7,ctx1,res166_exe,allow
R41,ctx4,res105_exe,deny
R24,ctx18,res174_read,allow
R42,ctx12,res193_write,allow
R17,ctx18,res350_exe,deny
R31,ctx7,res108_write,allow
R55,ctx18,res338_exe,allow
R44,ctx2,res249_exe,allow
R28,ctx5,res447_read,allow
R98,ctx8,res102_exe,allow
R42,ctx2,res147_exe,allow
R58,ctx7,res469_read,allow
R36,ctx15,res327_write,deny
R96,ctx8,res454_exe,allow
R36,ctx19,res451_write,allow
R36,ctx20,res62_read,allow
R82,ctx3,res228_read,allow
R61,ctx19,res38_read,deny
R18,ctx17,res129_read,allow
R95,ctx15,res266_write,allow
R75,ctx18,res244_read,allow
R61,ctx6,res11_exe,allow
R99,ctx20,res229_write,allow
R48,ctx3,res444_exe,allow
R41,ctx5,res414_exe,allow
R9,ctx16,res15_exe,allow
R32,ctx3,res120_write,allow
R32,ctx10,res33_exe,allow
R19,ctx12,res326_write,deny
R96,ctx18,res148_exe,allow
R64,ctx6,res455_write,allow
R74,ctx3,res251_exe,allow
R69,ctx5,res118_read,allow
R17,ctx18,res350_write,allow
R18,ctx9,res415_exe,allow
R100,ctx1,res234_write,allow
R34,ctx20,res465_read,allow
R62,ctx1,res1_exe,deny
R21,ctx10,res376_write,allow
R21,ctx15,res314_write,allow
R45,ctx17,res114_exe,allow
R59,ctx9,res115_exe,deny
R37,ctx8,res414_read,deny
R50,ctx11,res404_write,allow
R77,ctx2,res114_read,allow
R98,ctx17,res334_exe,deny
R17,ctx1,res294_read,allow
R19,ctx14,res301_read,allow
R12,ctx4,res440_exe,allow
R78,ctx6,res155_write,allow
R94,ctx13,res451_exe,deny
R70,ctx9,res280_exe,allow
R57,ctx4,res192_read,allow
R10,ctx9,res27_write,allow
R85,ctx3,res203_read,allow
R30,ctx2,res236_write,allow
R91,ctx15,res101_write,allow
R12,ctx19,res351_exe,allow
R50,ctx15,res470_write,allow
R82,ctx12,res210_exe,allow
R1,ctx3,res332_write,allow
R97,ctx11,res458_read,deny
R53,ctx20,res450_exe,deny
R3,ctx4,res378_exe,allow
R54,ctx9,res61_write,allow
R53,ctx17,res354_write,deny
R86,ctx2,res197_exe,deny
R32,ctx16,res168_write,allow
R90,ctx5,res230_write,allow
R46,ctx20,res184_exe,deny
R83,ctx6,res128_write,allow
R57,ctx17,res348_read,allow
R24,ctx5,res171_exe,deny
R99,ctx10,res317_exe,allow
R33,ctx17,res425_exe,allow
R68,ctx16,res500_read,allow
