Id,Context,Capability,type,time_t
Id88,ctx7,res2_exe,AC,t
Id128,ctx5,res8_read,AC,t
Id261,ctx3,res2_read,AC,t
Id91,ctx9,res1_write,AC,t
Id39,ctx6,res4_write,AC,t
Id111,ctx8,res2_read,AC,t
Id40,ctx6,res5_exe,AC,t
Id45,ctx2,res1_exe,AC,t
Id32,ctx2,res2_write,AC,t
Id24,ctx13,res3_read,AC,t
Id112,ctx11,res10_exe,AC,t
Id35,ctx18,res1_exe,AC,t
Id276,ctx17,res8_write,AC,t
Id85,ctx14,res8_exe,AC,t
Id45,ctx8,res8_exe,AC,t
Id7,ctx15,res1_read,AC,t
Id42,ctx10,res5_write,AC,t
Id10,ctx5,res2_exe,AC,t
Id1,ctx18,res6_read,AC,t
Id48,ctx18,res5_write,AC,t
Id206,ctx18,res9_exe,AC,t
Id102,ctx2,res1_exe,AC,t
Id140,ctx5,res1_exe,AC,t
Id45,ctx2,res2_exe,AC,t
Id33,ctx19,res4_write,AC,t
Id76,ctx2,res3_exe,AC,t
Id19,ctx9,res10_exe,AC,t
Id62,ctx18,res8_write,AC,t
Id77,ctx3,res4_write,AC,t
Id13,ctx20,res8_read,AC,t
Id86,ctx1,res6_exe,AC,t
Id8,ctx1,res1_write,AC,t
Id78,ctx16,res6_exe,AC,t
Id160,ctx4,res8_write,AC,t
Id57,ctx10,res9_write,AC,t
Id265,ctx18,res8_exe,AC,t
Id159,ctx12,res9_exe,AC,t
Id43,ctx1,res9_exe,AC,t
Id20,ctx18,res7_read,AC,t
Id108,ctx10,res9_exe,AC,t
Id62,ctx9,res8_read,AC,t
Id88,ctx7,res2_write,AC,t
Id222,ctx10,res9_read,AC,t
Id21,ctx5,res1_exe,AC,t
Id32,ctx15,res8_write,AC,t
Id87,ctx4,res8_write,AC,t
Id41,ctx10,res10_exe,AC,t
Id167,ctx11,res9_write,AC,t
Id171,ctx19,res10_exe,AC,t
Id16,ctx6,res3_exe,AC,t
Id73,ctx1,res4_exe,AC,t
Id70,ctx20,res4_read,AC,t
Id27,ctx20,res10_exe,AC,t
Id444,ctx14,res8_write,AC,t
Id35,ctx1,res1_exe,AC,t
Id143,ctx4,res3_exe,AC,t
Id14,ctx3,res3_write,AC,t
Id44,ctx5,res3_read,AC,t
Id183,ctx5,res1_write,AC,t
Id154,ctx16,res1_write,AC,t
Id16,ctx12,res6_read,AC,t
Id64,ctx17,res4_write,AC,t
Id30,ctx2,res10_exe,AC,t
Id22,ctx19,res7_read,AC,t
Id302,ctx9,res7_exe,AC,t
Id148,ctx12,res8_read,AC,t
Id128,ctx5,res5_write,AC,t
Id108,ctx12,res6_exe,AC,t
Id43,ctx1,res2_write,AC,t
Id61,ctx8,res5_write,AC,t
Id3,ctx10,res8_exe,AC,t
Id73,ctx1,res1_write,AC,t
Id158,ctx3,res1_exe,AC,t
Id56,ctx13,res5_exe,AC,t
Id8,ctx20,res5_exe,AC,t
Id46,ctx15,res9_exe,AC,t
Id39,ctx16,res10_write,AC,t
Id47,ctx7,res3_read,AC,t
Id15,ctx8,res10_exe,AC,t
