Id,Context,Capability,type,time_t
Id108,ctx12,res38_write,AC,t
Id60,ctx19,res4_read,AC,t
Id6,ctx11,res26_write,AC,t
Id163,ctx6,res48_write,AC,t
Id317,ctx18,res15_exe,AC,t
Id17,ctx13,res15_exe,AC,t
Id152,ctx4,res51_write,AC,t
Id33,ctx10,res49_write,AC,t
Id15,ctx12,res14_exe,AC,t
Id65,ctx15,res14_exe,AC,t
Id238,ctx2,res30_write,AC,t
Id33,ctx10,res49_exe,AC,t
Id93,ctx20,res30_read,AC,t
Id39,ctx13,res40_exe,AC,t
Id58,ctx16,res26_exe,AC,t
Id167,ctx11,res39_exe,AC,t
Id56,ctx13,res1_exe,AC,t
Id119,ctx11,res57_exe,AC,t
Id81,ctx15,res2_read,AC,t
Id51,ctx11,res41_write,AC,t
Id187,ctx13,res25_read,AC,t
Id68,ctx17,res16_read,AC,t
Id3,ctx10,res30_exe,AC,t
Id6,ctx8,res10_exe,AC,t
Id75,ctx3,res40_write,AC,t
Id142,ctx12,res16_exe,AC,t
Id6,ctx11,res26_exe,AC,t
Id2,ctx8,res59_read,AC,t
Id32,ctx2,res3_exe,AC,t
Id2,ctx7,res35_exe,AC,t
Id85,ctx14,res30_exe,AC,t
Id19,ctx3,res25_read,AC,t
Id75,ctx2,res32_write,AC,t
Id66,ctx6,res39_write,AC,t
Id302,ctx9,res33_read,AC,t
Id57,ctx10,res38_read,AC,t
Id30,ctx2,res54_exe,AC,t
Id241,ctx6,res30_write,AC,t
Id198,ctx4,res9_exe,AC,t
Id27,ctx16,res21_read,AC,t
Id118,ctx6,res30_read,AC,t
Id45,ctx3,res1_exe,AC,t
Id310,ctx9,res27_exe,AC,t
Id36,ctx5,res37_exe,AC,t
Id16,ctx6,res33_read,AC,t
Id39,ctx6,res4_write,AC,t
Id46,ctx7,res30_exe,AC,t
Id165,ctx11,res13_write,AC,t
Id26,ctx13,res30_exe,AC,t
Id91,ctx9,res12_read,AC,t
Id80,ctx8,res10_write,AC,t
Id8,ctx19,res1_write,AC,t
Id82,ctx6,res36_write,AC,t
Id34,ctx19,res31_write,AC,t
Id43,ctx1,res45_exe,AC,t
Id25,ctx1,res2_write,AC,t
Id51,ctx3,res4_write,AC,t
Id200,ctx16,res41_exe,AC,t
Id20,ctx18,res39_exe,AC,t
Id48,ctx11,res43_exe,AC,t
Id8,ctx1,res6_write,AC,t
Id46,ctx16,res11_exe,AC,t
Id159,ctx12,res28_write,AC,t
Id68,ctx17,res9_write,AC,t
Id98,ctx12,res31_exe,AC,t
Id13,ctx13,res19_write,AC,t
Id152,ctx6,res2_write,AC,t
Id103,ctx13,res5_write,AC,t
Id305,ctx18,res42_write,AC,t
Id71,ctx4,res17_read,AC,t
Id343,ctx10,res16_read,AC,t
Id39,ctx13,res40_write,AC,t
Id143,ctx15,res34_exe,AC,t
Id293,ctx8,res37_exe,AC,t
Id59,ctx12,res60_write,AC,t
Id22,ctx9,res56_exe,AC,t
Id17,ctx6,res58_exe,AC,t
Id224,ctx16,res25_exe,AC,t
Id199,ctx6,res48_read,AC,t
Id99,ctx3,res19_read,AC,t
Id34,ctx7,res51_exe,AC,t
Id383,ctx15,res24_exe,AC,t
Id77,ctx3,res28_read,AC,t
Id94,ctx17,res2_exe,AC,t
Id104,ctx13,res11_exe,AC,t
Id77,ctx12,res48_exe,AC,t
Id5,ctx1,res56_write,AC,t
Id146,ctx4,res19_write,AC,t
Id140,ctx12,res34_exe,AC,t
Id178,ctx11,res16_exe,AC,t
Id45,ctx8,res53_exe,AC,t
Id64,ctx17,res14_exe,AC,t
Id68,ctx15,res10_exe,AC,t
Id58,ctx16,res31_write,AC,t
Id307,ctx19,res37_exe,AC,t
Id84,ctx1,res18_write,AC,t
Id146,ctx5,res50_write,AC,t
Id331,ctx5,res29_write,AC,t
Id317,ctx18,res19_write,AC,t
Id78,ctx16,res39_exe,AC,t
Id36,ctx12,res5_exe,AC,t
Id136,ctx8,res38_read,AC,t
Id20,ctx18,res22_write,AC,t
Id157,ctx18,res13_read,AC,t
Id38,ctx14,res26_exe,AC,t
Id12,ctx4,res32_exe,AC,t
Id268,ctx4,res59_write,AC,t
Id18,ctx9,res51_write,AC,t
Id1,ctx10,res27_read,AC,t
Id36,ctx18,res20_write,AC,t
Id49,ctx14,res57_exe,AC,t
Id122,ctx14,res14_read,AC,t
Id146,ctx5,res50_exe,AC,t
Id233,ctx2,res51_exe,AC,t
Id62,ctx9,res16_exe,AC,t
Id42,ctx12,res35_exe,AC,t
