Id,Context,Capability,type,time_t
Id58,ctx16,res3_write,AC,t
Id222,ctx10,res4_write,AC,t
Id103,ctx13,res16_write,AC,t
Id353,ctx8,res2_read,AC,t
Id9,ctx10,res7_write,AC,t
Id43,ctx13,res3_write,AC,t
Id83,ctx1,res15_read,AC,t
Id255,ctx17,res2_exe,AC,t
Id5,ctx6,res11_exe,AC,t
Id117,ctx4,res15_write,AC,t
Id75,ctx9,res6_exe,AC,t
Id6,ctx11,res20_read,AC,t
Id63,ctx13,res8_read,AC,t
Id157,ctx18,res14_exe,AC,t
Id119,ctx11,res13_write,AC,t
Id10,ctx5,res4_exe,AC,t
Id85,ctx14,res11_exe,AC,t
Id103,ctx17,res12_exe,AC,t
Id163,ctx6,res3_write,AC,t
Id13,ctx14,res14_exe,AC,t
Id113,ctx12,res9_read,AC,t
Id46,ctx18,res14_read,AC,t
Id96,ctx14,res14_read,AC,t
Id353,ctx8,res1_exe,AC,t
Id23,ctx15,res1_exe,AC,t
Id240,ctx7,res5_exe,AC,t
Id15,ctx1,res5_exe,AC,t
Id103,ctx14,res13_read,AC,t
Id42,ctx12,res13_write,AC,t
Id55,ctx20,res9_write,AC,t
Id224,ctx16,res4_exe,AC,t
Id126,ctx2,res4_write,AC,t
Id8,ctx1,res8_exe,AC,t
Id50,ctx18,res18_read,AC,t
Id45,ctx8,res2_read,AC,t
Id46,ctx18,res14_exe,AC,t
Id18,ctx6,res12_exe,AC,t
Id233,ctx2,res2_exe,AC,t
Id35,ctx1,res4_read,AC,t
Id44,ctx1,res9_exe,AC,t
Id51,ctx3,res19_exe,AC,t
Id99,ctx12,res16_exe,AC,t
Id44,ctx5,res6_read,AC,t
Id22,ctx19,res15_read,AC,t
Id38,ctx14,res14_exe,AC,t
Id87,ctx4,res2_read,AC,t
Id26,ctx9,res19_exe,AC,t
Id161,ctx17,res18_exe,AC,t
Id49,ctx14,res20_exe,AC,t
Id79,ctx18,res5_exe,AC,t
Id63,ctx13,res12_read,AC,t
Id121,ctx12,res18_read,AC,t
Id16,ctx6,res9_exe,AC,t
Id368,ctx17,res19_read,AC,t
Id77,ctx9,res12_write,AC,t
Id19,ctx15,res14_exe,AC,t
Id57,ctx11,res10_read,AC,t
Id19,ctx15,res9_exe,AC,t
Id51,ctx3,res2_read,AC,t
Id108,ctx10,res7_write,AC,t
Id82,ctx14,res19_read,AC,t
Id143,ctx4,res13_exe,AC,t
Id3,ctx2,res6_write,AC,t
Id227,ctx16,res11_read,AC,t
Id102,ctx17,res10_exe,AC,t
Id96,ctx20,res15_read,AC,t
Id32,ctx15,res1_read,AC,t
Id32,ctx2,res15_read,AC,t
Id27,ctx3,res12_read,AC,t
Id24,ctx19,res3_write,AC,t
Id68,ctx15,res19_write,AC,t
Id44,ctx14,res16_write,AC,t
Id74,ctx9,res13_write,AC,t
Id5,ctx1,res13_exe,AC,t
Id144,ctx10,res14_write,AC,t
Id200,ctx7,res11_write,AC,t
Id119,ctx11,res6_exe,AC,t
Id16,ctx1,res19_write,AC,t
Id81,ctx2,res5_exe,AC,t
Id23,ctx15,res1_write,AC,t
Id39,ctx13,res15_exe,AC,t
Id159,ctx12,res14_exe,AC,t
Id14,ctx3,res10_exe,AC,t
Id4,ctx6,res5_read,AC,t
Id93,ctx20,res12_exe,AC,t
Id198,ctx7,res9_read,AC,t
Id64,ctx17,res4_exe,AC,t
Id122,ctx14,res13_exe,AC,t
Id134,ctx2,res16_exe,AC,t
Id343,ctx10,res20_read,AC,t
Id3,ctx2,res9_write,AC,t
Id24,ctx15,res4_exe,AC,t
Id160,ctx4,res14_exe,AC,t
Id44,ctx14,res16_exe,AC,t
Id60,ctx19,res6_exe,AC,t
Id171,ctx19,res7_exe,AC,t
Id2,ctx5,res14_read,AC,t
Id68,ctx17,res6_read,AC,t
Id118,ctx6,res8_exe,AC,t
Id1,ctx14,res11_read,AC,t
Id240,ctx7,res5_write,AC,t
Id207,ctx20,res1_write,AC,t
Id232,ctx15,res8_read,AC,t
Id65,ctx15,res10_exe,AC,t
Id76,ctx13,res4_write,AC,t
Id6,ctx8,res14_exe,AC,t
Id114,ctx4,res14_exe,AC,t
Id59,ctx6,res7_read,AC,t
Id32,ctx18,res13_exe,AC,t
Id93,ctx20,res10_read,AC,t
Id3,ctx2,res6_exe,AC,t
Id55,ctx20,res9_write,AC,t
Id21,ctx7,res6_exe,AC,t
Id99,ctx7,res9_exe,AC,t
Id42,ctx10,res3_exe,AC,t
Id12,ctx4,res15_read,AC,t
Id153,ctx1,res6_exe,AC,t
Id8,ctx19,res17_exe,AC,t
Id167,ctx11,res14_exe,AC,t
