Id,Context,Capability,type,time_t
Id29,ctx7,res28_exe,AC,t
Id79,ctx18,res93_write,AC,t
Id8,ctx10,res53_read,AC,t
Id67,ctx17,res41_write,AC,t
Id38,ctx8,res100_exe,AC,t
Id2,ctx19,res63_read,AC,t
Id114,ctx4,res61_read,AC,t
Id42,ctx10,res5_write,AC,t
Id276,ctx17,res54_read,AC,t
Id22,ctx19,res70_exe,AC,t
Id276,ctx17,res12_read,AC,t
Id78,ctx15,res79_exe,AC,t
Id129,ctx11,res5_write,AC,t
Id71,ctx15,res58_exe,AC,t
Id158,ctx3,res87_write,AC,t
Id46,ctx16,res31_exe,AC,t
Id215,ctx18,res23_exe,AC,t
Id7,ctx15,res94_exe,AC,t
Id223,ctx10,res34_exe,AC,t
Id112,ctx1,res33_exe,AC,t
Id32,ctx18,res37_exe,AC,t
Id292,ctx7,res8_exe,AC,t
Id13,ctx20,res22_exe,AC,t
Id14,ctx7,res12_read,AC,t
Id24,ctx8,res31_exe,AC,t
Id62,ctx18,res43_exe,AC,t
Id160,ctx4,res9_write,AC,t
Id31,ctx11,res57_exe,AC,t
Id37,ctx6,res10_exe,AC,t
Id90,ctx9,res68_exe,AC,t
Id168,ctx20,res75_exe,AC,t
Id7,ctx15,res40_exe,AC,t
Id111,ctx11,res15_exe,AC,t
Id20,ctx18,res30_read,AC,t
Id183,ctx5,res59_read,AC,t
Id80,ctx11,res70_exe,AC,t
Id79,ctx20,res92_write,AC,t
Id329,ctx2,res73_exe,AC,t
Id132,ctx4,res81_write,AC,t
Id36,ctx17,res9_exe,AC,t
Id4,ctx16,res46_exe,AC,t
Id56,ctx13,res40_exe,AC,t
Id276,ctx10,res87_exe,AC,t
Id55,ctx20,res38_exe,AC,t
Id40,ctx6,res61_exe,AC,t
Id3,ctx19,res58_read,AC,t
Id95,ctx17,res70_write,AC,t
Id36,ctx12,res48_read,AC,t
Id62,ctx9,res75_read,AC,t
Id110,ctx2,res59_exe,AC,t
Id7,ctx5,res34_exe,AC,t
Id112,ctx1,res33_write,AC,t
Id30,ctx14,res27_exe,AC,t
Id119,ctx11,res38_exe,AC,t
Id188,ctx3,res43_exe,AC,t
Id113,ctx12,res93_write,AC,t
Id13,ctx13,res100_write,AC,t
Id19,ctx15,res98_write,AC,t
Id15,ctx1,res72_write,AC,t
Id58,ctx16,res91_exe,AC,t
Id6,ctx11,res55_exe,AC,t
Id214,ctx12,res41_read,AC,t
Id29,ctx7,res89_exe,AC,t
Id16,ctx1,res34_write,AC,t
Id26,ctx9,res97_read,AC,t
Id25,ctx17,res37_exe,AC,t
Id74,ctx9,res17_write,AC,t
Id75,ctx2,res8_read,AC,t
Id98,ctx7,res92_exe,AC,t
Id2,ctx19,res22_read,AC,t
Id21,ctx7,res99_exe,AC,t
Id81,ctx15,res9_exe,AC,t
Id73,ctx1,res90_read,AC,t
Id18,ctx9,res19_exe,AC,t
Id276,ctx10,res47_exe,AC,t
Id50,ctx13,res25_read,AC,t
Id207,ctx20,res80_read,AC,t
Id146,ctx4,res85_write,AC,t
Id292,ctx7,res13_exe,AC,t
Id21,ctx10,res46_read,AC,t
Id10,ctx19,res64_write,AC,t
Id143,ctx15,res30_read,AC,t
Id161,ctx17,res29_exe,AC,t
Id63,ctx18,res42_read,AC,t
Id114,ctx13,res29_write,AC,t
Id6,ctx11,res31_write,AC,t
Id40,ctx6,res26_write,AC,t
Id47,ctx5,res16_write,AC,t
Id157,ctx18,res52_write,AC,t
Id9,ctx1,res5_exe,AC,t
Id42,ctx5,res77_exe,AC,t
Id343,ctx10,res78_exe,AC,t
Id171,ctx19,res80_read,AC,t
Id23,ctx6,res77_exe,AC,t
Id36,ctx18,res25_exe,AC,t
Id305,ctx18,res42_exe,AC,t
Id63,ctx13,res26_exe,AC,t
Id44,ctx5,res25_exe,AC,t
Id71,ctx4,res67_write,AC,t
Id222,ctx9,res84_exe,AC,t
Id215,ctx18,res19_write,AC,t
Id132,ctx11,res57_exe,AC,t
Id214,ctx12,res98_exe,AC,t
Id207,ctx20,res89_write,AC,t
Id177,ctx20,res67_read,AC,t
Id96,ctx14,res14_exe,AC,t
Id6,ctx15,res67_read,AC,t
Id46,ctx7,res59_exe,AC,t
Id265,ctx18,res88_write,AC,t
Id44,ctx14,res49_write,AC,t
Id39,ctx16,res51_write,AC,t
Id314,ctx4,res12_exe,AC,t
Id25,ctx4,res40_exe,AC,t
Id74,ctx9,res18_read,AC,t
Id43,ctx1,res24_exe,AC,t
Id108,ctx12,res15_read,AC,t
Id27,ctx3,res58_write,AC,t
Id16,ctx12,res48_write,AC,t
Id123,ctx7,res30_read,AC,t
Id194,ctx19,res84_exe,AC,t
Id46,ctx15,res50_exe,AC,t
Id13,ctx20,res35_exe,AC,t
Id35,ctx1,res2_exe,AC,t
Id368,ctx17,res15_exe,AC,t
Id10,ctx5,res92_write,AC,t
Id53,ctx3,res54_exe,AC,t
Id28,ctx4,res100_exe,AC,t
Id182,ctx12,res80_exe,AC,t
