Role,Context,Capability,Permission
R18,ctx9,res84_exe,deny
R17,ctx16,res45_exe,deny
R19,ctx10,res82_write,allow
R8,ctx11,res47_read,allow
R12,ctx14,res89_exe,allow
R12,ctx5,res56_write,allow
R14,ctx14,res57_exe,allow
R16,ctx4,res14_write,allow
R2,ctx19,res18_read,allow
R20,ctx19,res81_exe,allow
R3,ctx12,res83_write,allow
R6,ctx4,res73_write,allow
R15,ctx7,res18_exe,allow
R16,ctx13,res5_exe,allow
R18,ctx10,res26_write,allow
R7,ctx7,res67_exe,allow
R8,ctx17,res67_exe,allow
R7,ctx12,res6_exe,allow
R19,ctx18,res5_write,allow
R13,ctx20,res13_write,deny
R8,ctx4,res12_write,deny
R12,ctx13,res82_exe,allow
R6,ctx6,res2_write,deny
R1,ctx17,res78_read,allow
R8,ctx18,res31_exe,allow
R6,ctx5,res24_write,allow
R6,ctx17,res9_read,allow
R15,ctx15,res26_write,allow
R18,ctx14,res35_exe,allow
R4,ctx9,res33_read,allow
R20,ctx8,res89_exe,allow
R16,ctx8,res56_exe,allow
R17,ctx8,res20_write,allow
R12,ctx10,res73_write,allow
R15,ctx18,res66_exe,allow
R4,ctx18,res49_exe,allow
R16,ctx3,res44_exe,allow
R17,ctx19,res60_read,allow
R18,ctx8,res70_exe,deny
R16,ctx16,res78_exe,deny
R1,ctx2,res76_exe,allow
R16,ctx7,res26_exe,deny
R7,ctx2,res57_read,allow
R7,ctx13,res12_exe,allow
R16,ctx9,res64_read,deny
R9,ctx12,res79_read,allow
R10,ctx5,res83_exe,allow
R18,ctx10,res26_exe,allow
R14,ctx5,res42_read,allow
R10,ctx13,res87_exe,allow
R17,ctx6,res53_exe,allow
R8,ctx11,res86_write,allow
R4,ctx3,res35_write,allow
R11,ctx3,res82_exe,allow
R14,ctx10,res44_exe,allow
R8,ctx7,res10_exe,allow
R18,ctx11,res17_read,allow
R18,ctx12,res43_exe,allow
R9,ctx18,res89_exe,allow
R1,ctx5,res48_exe,allow
R10,ctx12,res1_read,allow
R17,ctx2,res28_write,allow
R12,ctx20,res39_read,allow
R13,ctx20,res13_exe,allow
R1,ctx18,res81_read,allow
R13,ctx19,res27_read,allow
R20,ctx19,res39_read,allow
R18,ctx15,res77_exe,allow
R3,ctx5,res86_write,allow
R4,ctx16,res65_exe,allow
R18,ctx6,res69_read,deny
R10,ctx16,res38_write,allow
R4,ctx14,res68_exe,allow
R12,ctx13,res76_read,allow
R20,ctx2,res39_write,deny
R20,ctx14,res85_write,deny
R6,ctx11,res66_exe,allow
R12,ctx16,res84_exe,deny
R1,ctx13,res36_read,allow
R20,ctx10,res89_write,deny
R15,ctx18,res54_exe,allow
R7,ctx13,res12_write,allow
R6,ctx12,res30_read,allow
R7,ctx10,res43_exe,allow
R18,ctx1,res89_exe,allow
R1,ctx15,res52_write,allow
R3,ctx12,res50_exe,allow
R13,ctx8,res17_read,allow
R7,ctx19,res5_exe,allow
R13,ctx1,res8_exe,allow
R2,ctx1,res3_exe,allow
R9,ctx13,res41_write,allow
R11,ctx13,res27_read,allow
R17,ctx10,res79_read,allow
R12,ctx5,res72_exe,deny
R10,ctx8,res37_exe,allow
R3,ctx4,res29_exe,deny
R20,ctx18,res18_exe,allow
R5,ctx20,res38_read,allow
R7,ctx17,res76_write,allow
R1,ctx20,res90_write,allow
R19,ctx12,res12_exe,allow
R6,ctx15,res54_exe,allow
R18,ctx15,res44_read,allow
R8,ctx17,res67_write,allow
R8,ctx4,res88_read,allow
R16,ctx20,res87_exe,allow
R11,ctx8,res30_write,allow
R10,ctx5,res83_write,allow
R8,ctx1,res44_write,allow
R20,ctx13,res40_write,deny
R11,ctx1,res13_read,allow
R13,ctx9,res55_read,allow
R4,ctx5,res54_write,allow
R3,ctx20,res73_exe,allow
R13,ctx11,res18_exe,allow
R1,ctx7,res27_exe,deny
R11,ctx18,res34_read,deny
R5,ctx13,res33_exe,allow
R5,ctx1,res33_exe,allow
R17,ctx15,res44_exe,allow
R2,ctx9,res21_write,deny
R13,ctx5,res8_read,allow
R20,ctx1,res13_exe,allow
R15,ctx9,res31_read,deny
R11,ctx13,res67_write,allow
R16,ctx14,res64_write,allow
R15,ctx11,res14_exe,allow
R2,ctx14,res11_exe,allow
R18,ctx1,res89_write,allow
R18,ctx17,res59_exe,allow
R19,ctx1,res81_exe,allow
R12,ctx16,res36_write,deny
R13,ctx17,res86_exe,allow
R17,ctx16,res65_exe,allow
R10,ctx1,res81_write,allow
R15,ctx20,res29_exe,allow
R5,ctx7,res43_read,deny
R7,ctx1,res57_exe,deny
R10,ctx3,res68_exe,allow
R18,ctx13,res18_read,allow
R3,ctx17,res87_read,allow
R1,ctx7,res27_write,allow
R12,ctx13,res82_write,allow
R4,ctx19,res33_write,allow
R17,ctx18,res51_read,allow
R12,ctx12,res58_exe,deny
R17,ctx4,res45_exe,allow
R9,ctx4,res79_exe,allow
R8,ctx9,res32_exe,allow
R10,ctx20,res21_exe,allow
R20,ctx12,res76_read,deny
R5,ctx17,res11_exe,deny
R18,ctx19,res36_exe,allow
R18,ctx8,res70_write,deny
R3,ctx15,res90_read,allow
R14,ctx14,res11_write,allow
R19,ctx6,res58_exe,allow
R14,ctx20,res16_exe,allow
R16,ctx14,res7_exe,allow
R17,ctx9,res15_exe,allow
R18,ctx16,res26_read,allow
R15,ctx15,res30_exe,allow
R17,ctx1,res11_read,allow
R14,ctx4,res90_write,allow
R16,ctx13,res5_write,allow
R13,ctx16,res3_write,allow
R9,ctx2,res64_read,allow
R7,ctx17,res76_exe,allow
R4,ctx19,res11_read,allow
R17,ctx3,res49_exe,allow
R13,ctx1,res11_exe,deny
R19,ctx17,res45_write,allow
R2,ctx3,res79_write,allow
R13,ctx13,res20_read,allow
R14,ctx16,res72_exe,allow
R13,ctx17,res60_write,allow
R6,ctx12,res88_read,allow
R8,ctx13,res80_exe,allow
R19,ctx16,res24_read,allow
R15,ctx4,res59_read,deny
R9,ctx10,res60_exe,deny
R5,ctx15,res71_exe,deny
R13,ctx7,res90_write,allow
R12,ctx11,res87_exe,allow
R14,ctx12,res48_read,deny
R1,ctx10,res35_exe,allow
R5,ctx4,res42_exe,allow
R1,ctx11,res39_write,deny
R15,ctx3,res87_exe,allow
R1,ctx14,res80_exe,allow
R14,ctx7,res38_exe,allow
R4,ctx9,res68_exe,allow
R13,ctx5,res27_read,allow
R14,ctx19,res38_read,deny
R5,ctx15,res82_read,allow
R11,ctx12,res57_read,allow
R15,ctx2,res78_read,allow
R10,ctx8,res43_read,allow
R2,ctx8,res55_exe,deny
R12,ctx15,res84_exe,allow
R17,ctx10,res21_exe,allow
R20,ctx11,res43_read,allow
R15,ctx6,res50_exe,allow
R12,ctx12,res58_write,deny
R2,ctx10,res11_write,allow
R5,ctx19,res58_read,deny
R7,ctx6,res41_write,allow
R5,ctx4,res13_write,allow
R4,ctx16,res65_write,allow
R6,ctx2,res24_read,deny
R17,ctx16,res65_write,allow
R6,ctx4,res26_write,allow
R14,ctx8,res23_exe,allow
R16,ctx15,res23_read,allow
R14,ctx17,res86_read,allow
R12,ctx11,res87_write,allow
R18,ctx5,res82_exe,allow
R17,ctx14,res47_exe,allow
R4,ctx10,res63_exe,allow
R13,ctx7,res90_exe,allow
R1,ctx18,res24_write,allow
R17,ctx8,res57_exe,allow
R17,ctx15,res12_exe,deny
R17,ctx17,res58_exe,allow
R3,ctx13,res42_exe,allow
R4,ctx13,res29_exe,allow
R13,ctx4,res1_exe,allow
R19,ctx18,res32_exe,allow
R12,ctx2,res71_exe,allow
R9,ctx16,res37_write,allow
R12,ctx4,res1_write,allow
R20,ctx10,res89_exe,allow
R9,ctx7,res38_write,allow
R6,ctx10,res24_exe,allow
R10,ctx4,res79_write,deny
R3,ctx6,res48_exe,allow
R8,ctx9,res73_exe,allow
R1,ctx20,res4_exe,allow
R13,ctx14,res49_exe,allow
R1,ctx1,res43_write,allow
R10,ctx17,res33_read,allow
R11,ctx9,res14_exe,deny
R18,ctx8,res16_read,allow
R1,ctx12,res40_exe,allow
R18,ctx6,res89_read,allow
R12,ctx7,res9_exe,deny
R11,ctx8,res30_exe,allow
R5,ctx13,res42_exe,allow
R8,ctx3,res8_write,allow
R12,ctx8,res7_write,allow
R7,ctx18,res8_write,allow
R17,ctx14,res66_exe,deny
R10,ctx19,res33_read,allow
R8,ctx16,res88_read,allow
R12,ctx10,res73_exe,allow
R13,ctx18,res24_exe,allow
R9,ctx12,res7_read,allow
R14,ctx13,res85_read,allow
R5,ctx9,res87_read,allow
R1,ctx2,res39_exe,allow
R9,ctx19,res20_exe,allow
R12,ctx5,res56_exe,allow
R17,ctx11,res6_exe,deny
R10,ctx6,res58_write,allow
R12,ctx16,res36_exe,allow
R4,ctx11,res41_exe,allow
R5,ctx3,res27_exe,allow
R14,ctx12,res18_write,allow
R13,ctx19,res82_write,allow
R2,ctx6,res20_write,allow
R18,ctx16,res7_read,allow
R12,ctx2,res46_write,deny
R17,ctx20,res81_exe,allow
R18,ctx5,res63_exe,allow
R8,ctx8,res63_exe,allow
R2,ctx6,res20_exe,allow
R19,ctx13,res66_write,allow
R20,ctx8,res84_write,allow
R9,ctx19,res9_write,allow
R19,ctx15,res19_write,allow
R4,ctx3,res35_exe,allow
R12,ctx4,res20_read,allow
R8,ctx8,res11_write,deny
R7,ctx14,res19_exe,allow
R12,ctx10,res57_read,allow
R1,ctx16,res67_write,deny
R10,ctx2,res79_write,allow
R16,ctx6,res2_exe,allow
R7,ctx8,res9_exe,allow
R7,ctx4,res27_write,allow
R17,ctx1,res80_read,allow
R11,ctx2,res67_read,allow
R16,ctx17,res33_exe,allow
R5,ctx8,res31_exe,allow
R8,ctx14,res23_read,allow
R19,ctx5,res18_exe,allow
R5,ctx20,res46_read,deny
R20,ctx11,res72_write,allow
R3,ctx8,res74_exe,deny
R11,ctx19,res41_read,allow
R2,ctx11,res39_exe,allow
R8,ctx1,res44_exe,allow
R14,ctx9,res56_exe,allow
R17,ctx17,res56_exe,allow
R3,ctx4,res29_write,deny
R9,ctx18,res83_read,allow
R3,ctx6,res48_write,allow
R11,ctx5,res81_read,allow
R4,ctx18,res10_exe,allow
R16,ctx11,res71_exe,deny
R9,ctx13,res41_exe,deny
R18,ctx3,res86_read,deny
R10,ctx17,res19_exe,allow
R13,ctx11,res69_write,allow
R5,ctx17,res78_exe,allow
R14,ctx7,res38_write,allow
R6,ctx3,res30_write,allow
R8,ctx20,res81_exe,deny
R14,ctx14,res11_exe,allow
R10,ctx12,res82_exe,allow
R20,ctx8,res89_write,allow
R9,ctx15,res86_exe,allow
R8,ctx9,res73_write,allow
R16,ctx1,res41_read,allow
R12,ctx5,res72_write,allow
R19,ctx5,res12_write,allow
R19,ctx4,res6_write,deny
R9,ctx8,res60_read,allow
R13,ctx12,res48_read,allow
R5,ctx18,res27_read,allow
R11,ctx8,res24_exe,allow
R6,ctx1,res13_exe,deny
R11,ctx11,res37_read,allow
R4,ctx12,res80_exe,allow
R5,ctx2,res9_exe,allow
R19,ctx11,res22_exe,allow
R7,ctx6,res84_read,deny
R1,ctx19,res80_exe,deny
R2,ctx15,res50_read,allow
R6,ctx14,res70_read,allow
R12,ctx20,res2_exe,deny
R4,ctx8,res79_exe,allow
R4,ctx18,res10_write,deny
R19,ctx9,res50_read,allow
R19,ctx2,res18_read,deny
R7,ctx4,res67_exe,allow
R3,ctx1,res69_write,allow
R20,ctx20,res66_write,allow
R5,ctx12,res61_write,allow
R17,ctx8,res20_exe,allow
R18,ctx7,res62_exe,allow
R8,ctx1,res85_write,allow
R13,ctx12,res10_read,allow
R15,ctx8,res35_exe,allow
R3,ctx18,res48_read,deny
R11,ctx17,res32_read,allow
R7,ctx17,res44_read,allow
R15,ctx16,res80_exe,deny
R7,ctx18,res44_exe,allow
R5,ctx11,res65_exe,allow
R17,ctx14,res47_write,deny
R14,ctx17,res7_exe,allow
R10,ctx10,res60_read,allow
R10,ctx2,res79_exe,allow
R14,ctx3,res32_write,allow
R10,ctx18,res55_exe,deny
R2,ctx16,res29_exe,deny
R2,ctx9,res76_exe,deny
R15,ctx12,res86_exe,allow
R15,ctx7,res69_exe,deny
R20,ctx6,res14_read,allow
R2,ctx7,res90_exe,allow
R18,ctx19,res11_exe,allow
R12,ctx17,res61_exe,allow
R9,ctx1,res10_read,allow
R19,ctx12,res12_write,allow
R17,ctx13,res43_exe,allow
R17,ctx13,res74_exe,deny
R3,ctx11,res24_read,allow
R11,ctx14,res60_exe,allow
R14,ctx2,res21_exe,allow
R8,ctx18,res13_read,allow
R3,ctx5,res86_exe,deny
R18,ctx12,res43_write,allow
R3,ctx20,res13_write,allow
R14,ctx15,res63_write,allow
R3,ctx15,res41_read,allow
R9,ctx6,res13_exe,deny
R19,ctx14,res86_write,deny
R9,ctx17,res69_exe,allow
R5,ctx18,res53_write,allow
R15,ctx1,res75_exe,allow
R13,ctx10,res79_write,allow
R16,ctx2,res68_read,allow
R6,ctx7,res23_exe,allow
R16,ctx9,res59_exe,deny
R12,ctx9,res10_exe,deny
R5,ctx17,res78_write,allow
R7,ctx10,res28_exe,allow
R16,ctx5,res70_exe,allow
R1,ctx3,res19_exe,allow
R11,ctx19,res4_write,allow
R13,ctx16,res61_write,allow
R20,ctx3,res37_exe,allow
R1,ctx5,res5_write,allow
R15,ctx17,res25_write,allow
R6,ctx19,res76_exe,allow
R8,ctx9,res32_write,allow
R7,ctx12,res63_write,allow
R17,ctx6,res46_exe,deny
R6,ctx16,res16_read,allow
R14,ctx11,res72_exe,allow
R5,ctx10,res32_exe,allow
R4,ctx15,res90_read,allow
R11,ctx13,res67_exe,allow
R5,ctx2,res62_exe,allow
R6,ctx8,res28_read,allow
R2,ctx14,res11_write,allow
R14,ctx3,res32_exe,allow
R2,ctx17,res79_read,allow
R9,ctx15,res86_write,allow
R19,ctx2,res86_write,allow
R18,ctx9,res84_write,allow
R8,ctx5,res22_exe,allow
R19,ctx19,res79_exe,allow
R10,ctx7,res76_exe,deny
R2,ctx12,res53_exe,allow
R9,ctx16,res37_exe,allow
R15,ctx4,res54_exe,deny
R10,ctx18,res29_exe,allow
R10,ctx9,res37_write,allow
R9,ctx15,res36_write,allow
R18,ctx9,res4_write,allow
R6,ctx11,res66_write,deny
R10,ctx4,res42_read,allow
R2,ctx10,res42_read,deny
R16,ctx5,res57_write,allow
R19,ctx9,res31_exe,allow
R15,ctx2,res90_exe,allow
R2,ctx16,res29_write,deny
R11,ctx10,res77_read,allow
R7,ctx6,res41_exe,deny
R13,ctx11,res69_exe,allow
R15,ctx20,res37_exe,allow
R2,ctx20,res38_read,allow
R2,ctx13,res87_read,allow
R19,ctx18,res5_exe,deny
R16,ctx18,res87_exe,allow
R16,ctx19,res59_exe,allow
R10,ctx7,res38_exe,allow
R12,ctx15,res61_exe,allow
R11,ctx16,res72_exe,allow
R14,ctx13,res17_write,allow
R12,ctx19,res33_read,allow
R18,ctx5,res82_write,deny
R9,ctx19,res20_write,allow
R2,ctx2,res48_read,allow
R10,ctx6,res58_exe,allow
R11,ctx7,res58_exe,allow
R20,ctx17,res63_exe,allow
R18,ctx10,res7_read,deny
R3,ctx14,res74_write,allow
R14,ctx7,res73_exe,allow
R15,ctx5,res84_exe,allow
R8,ctx8,res11_exe,deny
R6,ctx5,res5_read,allow
R10,ctx3,res23_exe,allow
R13,ctx10,res15_write,allow
R15,ctx2,res90_write,allow
R16,ctx19,res16_exe,allow
R5,ctx8,res20_exe,allow
R9,ctx7,res34_exe,allow
R2,ctx5,res50_write,allow
R8,ctx5,res57_exe,deny
R11,ctx19,res4_exe,allow
R8,ctx13,res50_exe,deny
R15,ctx1,res37_write,allow
R3,ctx14,res74_exe,allow
R17,ctx6,res53_write,allow
R3,ctx1,res38_exe,allow
R3,ctx14,res66_exe,deny
R11,ctx7,res20_write,allow
R14,ctx3,res21_exe,allow
R16,ctx13,res89_read,allow
R1,ctx15,res29_write,allow
R20,ctx1,res48_write,allow
R16,ctx6,res55_read,allow
R11,ctx3,res7_write,allow
R4,ctx10,res21_exe,allow
R14,ctx14,res57_write,allow
R9,ctx3,res26_exe,allow
R13,ctx3,res64_exe,allow
R6,ctx19,res35_read,allow
R20,ctx7,res70_write,allow
R11,ctx8,res24_write,allow
R14,ctx11,res62_read,deny
R12,ctx18,res59_exe,allow
R12,ctx6,res27_write,allow
R8,ctx3,res8_exe,allow
R6,ctx13,res45_exe,allow
R5,ctx8,res31_write,allow
R2,ctx7,res32_read,allow
R4,ctx8,res28_exe,allow
R11,ctx12,res50_write,allow
R12,ctx20,res2_write,allow
R18,ctx4,res27_read,allow
R16,ctx9,res59_write,allow
R9,ctx2,res61_exe,deny
R9,ctx16,res43_exe,allow
R2,ctx10,res11_exe,allow
R7,ctx11,res8_exe,allow
R6,ctx10,res24_write,allow
R12,ctx6,res79_exe,allow
R17,ctx20,res49_write,allow
R1,ctx13,res85_exe,allow
R15,ctx14,res18_exe,allow
R12,ctx18,res28_write,allow
R5,ctx14,res79_exe,deny
R16,ctx20,res61_read,allow
R6,ctx9,res60_write,allow
R11,ctx7,res58_write,allow
R6,ctx13,res45_write,allow
R11,ctx17,res76_exe,allow
R3,ctx12,res83_exe,allow
R13,ctx15,res16_write,deny
R2,ctx1,res28_exe,allow
R8,ctx3,res8_exe,allow
R2,ctx5,res50_exe,deny
R10,ctx15,res69_read,allow
R13,ctx3,res64_write,allow
R11,ctx20,res49_write,deny
R19,ctx12,res80_exe,deny
R7,ctx7,res67_write,allow
R16,ctx8,res51_exe,allow
R6,ctx18,res42_write,allow
R13,ctx2,res89_write,allow
R20,ctx9,res16_write,allow
R4,ctx8,res79_write,allow
R5,ctx5,res75_exe,allow
R12,ctx18,res28_exe,allow
R2,ctx2,res52_read,deny
R16,ctx5,res57_exe,deny
R7,ctx19,res11_write,allow
R10,ctx13,res87_write,allow
R4,ctx16,res42_read,allow
R1,ctx1,res60_write,deny
R12,ctx1,res54_exe,allow
R17,ctx4,res25_read,allow
R7,ctx8,res9_write,allow
R9,ctx17,res80_exe,allow
R16,ctx4,res25_read,deny
R15,ctx5,res30_exe,allow
R6,ctx5,res24_exe,allow
R3,ctx9,res26_read,allow
R11,ctx4,res66_exe,allow
R18,ctx14,res42_read,allow
R3,ctx9,res79_read,allow
R11,ctx16,res47_read,allow
R1,ctx8,res67_read,allow
R6,ctx9,res60_exe,allow
R13,ctx18,res24_write,allow
R2,ctx6,res51_read,allow
R5,ctx10,res25_read,allow
R9,ctx14,res83_exe,allow
R6,ctx3,res89_exe,deny
R8,ctx1,res85_exe,allow
R4,ctx20,res75_read,allow
R2,ctx9,res76_write,allow
R10,ctx1,res31_write,allow
R4,ctx2,res53_write,allow
R12,ctx3,res26_exe,deny
R9,ctx5,res19_read,allow
R11,ctx17,res76_write,allow
R6,ctx9,res43_write,allow
R2,ctx15,res64_exe,deny
R15,ctx12,res86_write,allow
R20,ctx11,res72_exe,allow
R10,ctx16,res38_exe,allow
R5,ctx11,res84_exe,allow
R17,ctx7,res6_exe,allow
R19,ctx3,res67_exe,allow
R15,ctx19,res21_write,deny
R17,ctx5,res19_read,deny
R9,ctx20,res56_read,allow
R1,ctx14,res80_write,deny
R5,ctx9,res43_exe,deny
R16,ctx1,res82_exe,allow
R14,ctx4,res90_exe,allow
R3,ctx4,res61_read,deny
R3,ctx6,res28_exe,allow
R17,ctx2,res28_exe,allow
R10,ctx19,res80_write,allow
R10,ctx8,res37_write,allow
R3,ctx17,res73_read,allow
R2,ctx4,res77_write,allow
R2,ctx12,res88_exe,deny
R1,ctx12,res40_write,deny
R19,ctx4,res58_write,allow
R6,ctx3,res30_exe,allow
R4,ctx5,res12_write,allow
R12,ctx9,res15_write,allow
R15,ctx16,res6_exe,allow
R4,ctx3,res4_exe,allow
R12,ctx3,res6_read,allow
R17,ctx20,res81_write,deny
R7,ctx11,res8_write,allow
R1,ctx1,res60_exe,allow
R1,ctx8,res10_read,allow
R19,ctx5,res12_exe,allow
R20,ctx4,res19_exe,allow
R15,ctx13,res64_write,deny
R11,ctx3,res7_exe,allow
R15,ctx6,res78_write,allow
R9,ctx4,res12_read,deny
R1,ctx16,res88_exe,allow
R5,ctx1,res33_write,allow
R13,ctx20,res41_exe,allow
R7,ctx2,res19_exe,allow
R4,ctx7,res17_write,allow
R12,ctx2,res71_write,allow
R1,ctx19,res6_exe,allow
R2,ctx14,res49_read,allow
R2,ctx8,res65_read,allow
R18,ctx2,res16_read,allow
R12,ctx11,res74_exe,deny
R18,ctx1,res1_read,allow
R8,ctx16,res28_exe,deny
R10,ctx1,res31_exe,allow
R19,ctx13,res73_read,allow
R18,ctx13,res69_exe,deny
R18,ctx4,res10_exe,allow
R12,ctx18,res59_write,deny
R20,ctx20,res51_read,allow
R20,ctx2,res86_read,deny
R6,ctx6,res2_exe,allow
R1,ctx5,res48_write,allow
R4,ctx14,res44_read,allow
R16,ctx10,res48_read,allow
R14,ctx4,res49_read,allow
R19,ctx4,res6_exe,allow
R17,ctx11,res31_exe,allow
R2,ctx12,res53_write,allow
R8,ctx15,res86_exe,allow
R4,ctx3,res4_write,allow
R7,ctx20,res84_exe,allow
R11,ctx2,res9_exe,deny
R20,ctx2,res39_exe,allow
R1,ctx14,res58_read,allow
R10,ctx16,res59_exe,allow
R15,ctx10,res48_write,allow
R11,ctx11,res17_exe,deny
R8,ctx20,res45_exe,allow
R14,ctx18,res85_exe,allow
R11,ctx2,res9_write,allow
R4,ctx6,res49_exe,deny
R15,ctx13,res64_exe,allow
R16,ctx10,res29_exe,allow
R9,ctx7,res38_exe,allow
R8,ctx11,res86_exe,allow
R1,ctx5,res5_exe,allow
R20,ctx7,res70_exe,allow
R7,ctx5,res59_exe,allow
R5,ctx11,res65_write,allow
R20,ctx9,res74_write,allow
R2,ctx11,res87_exe,allow
R9,ctx11,res11_exe,allow
R10,ctx20,res21_write,allow
R4,ctx5,res12_exe,allow
R10,ctx14,res6_exe,allow
R16,ctx11,res20_exe,deny
R10,ctx5,res70_read,allow
R17,ctx17,res58_write,allow
R11,ctx7,res20_exe,allow
R2,ctx19,res9_exe,allow
R20,ctx5,res47_exe,allow
R11,ctx15,res27_read,allow
R12,ctx12,res37_read,deny
R20,ctx18,res15_read,allow
R19,ctx20,res19_exe,allow
R4,ctx2,res53_exe,allow
R13,ctx8,res9_exe,allow
R19,ctx9,res31_write,allow
R10,ctx15,res53_read,allow
R2,ctx20,res43_exe,allow
R19,ctx7,res45_exe,deny
R15,ctx10,res48_exe,allow
R2,ctx4,res79_write,allow
R1,ctx10,res46_exe,deny
R8,ctx15,res28_exe,allow
R8,ctx19,res75_exe,allow
R14,ctx12,res18_exe,deny
R11,ctx5,res11_read,allow
R2,ctx13,res80_write,allow
R3,ctx2,res7_exe,allow
R15,ctx1,res37_exe,deny
R12,ctx2,res46_exe,deny
R17,ctx5,res36_exe,deny
R16,ctx3,res16_exe,allow
R15,ctx10,res29_read,allow
R8,ctx12,res71_exe,deny
R1,ctx1,res43_exe,deny
R6,ctx16,res69_read,allow
R12,ctx17,res20_exe,deny
R20,ctx14,res52_read,allow
R7,ctx8,res21_read,deny
R1,ctx4,res61_exe,deny
R18,ctx3,res81_read,allow
R3,ctx18,res67_exe,allow
R5,ctx3,res27_write,allow
R13,ctx17,res60_exe,allow
R13,ctx3,res85_exe,allow
R8,ctx10,res21_exe,deny
R3,ctx19,res38_write,allow
R9,ctx11,res86_exe,deny
R5,ctx16,res32_exe,allow
R4,ctx4,res20_exe,deny
R3,ctx8,res46_write,allow
R2,ctx13,res80_exe,allow
R8,ctx5,res57_write,allow
R5,ctx4,res13_exe,allow
R10,ctx2,res65_write,allow
R3,ctx11,res44_read,allow
R15,ctx6,res50_write,deny
R13,ctx9,res72_read,allow
R19,ctx20,res58_exe,allow
R10,ctx14,res6_write,allow
R3,ctx2,res35_exe,deny
R4,ctx7,res17_exe,deny
R8,ctx17,res34_exe,allow
R8,ctx7,res10_write,deny
R15,ctx14,res89_write,deny
R20,ctx3,res48_exe,allow
R14,ctx8,res23_write,deny
R17,ctx20,res49_exe,allow
R18,ctx12,res49_exe,allow
R3,ctx8,res46_exe,allow
R16,ctx12,res56_write,allow
R4,ctx15,res27_write,deny
R4,ctx17,res90_exe,deny
R18,ctx18,res36_exe,allow
R20,ctx16,res61_read,allow
R5,ctx5,res41_exe,deny
R20,ctx8,res84_exe,deny
R5,ctx3,res14_exe,allow
R8,ctx4,res12_exe,allow
R16,ctx7,res26_write,allow
R2,ctx11,res39_write,allow
R14,ctx17,res7_write,deny
R6,ctx14,res75_read,allow
R2,ctx3,res6_exe,allow
R2,ctx17,res17_read,allow
R15,ctx17,res40_read,allow
R19,ctx5,res18_write,allow
R19,ctx14,res73_write,allow
R10,ctx10,res56_read,allow
R10,ctx7,res38_write,allow
R3,ctx7,res19_exe,allow
R2,ctx5,res70_read,deny
R20,ctx9,res16_exe,allow
R10,ctx14,res75_exe,allow
R1,ctx10,res46_write,deny
R11,ctx14,res69_exe,allow
R9,ctx9,res18_exe,allow
R3,ctx10,res18_read,deny
R6,ctx7,res42_read,allow
R20,ctx17,res65_exe,allow
R3,ctx19,res74_exe,allow
R14,ctx8,res14_read,allow
R17,ctx8,res57_write,allow
R14,ctx7,res73_write,allow
R11,ctx20,res49_exe,deny
R18,ctx18,res72_exe,allow
R6,ctx15,res18_exe,allow
R14,ctx9,res48_exe,allow
R13,ctx19,res82_exe,allow
R4,ctx7,res72_exe,deny
R15,ctx14,res89_exe,deny
R11,ctx9,res68_exe,allow
R20,ctx13,res40_exe,allow
R20,ctx13,res35_exe,allow
R3,ctx20,res13_exe,allow
R11,ctx6,res18_exe,allow
R6,ctx13,res26_exe,allow
R13,ctx15,res2_exe,allow
