Role,Context,Capability,Permission
R5,ctx5,res22_exe,allow
R17,ctx4,res14_exe,allow
R13,ctx8,res35_write,allow
R5,ctx4,res20_write,allow
R14,ctx6,res5_read,allow
R20,ctx10,res40_exe,allow
R2,ctx11,res2_write,allow
R9,ctx12,res1_exe,allow
R9,ctx18,res15_write,allow
R17,ctx15,res3_read,deny
R8,ctx20,res24_exe,allow
R7,ctx16,res22_exe,deny
R16,ctx3,res19_read,allow
R17,ctx14,res7_write,allow
R13,ctx7,res33_exe,allow
R19,ctx8,res22_exe,allow
R4,ctx16,res40_exe,deny
R7,ctx19,res21_exe,allow
R13,ctx3,res7_read,allow
R12,ctx10,res17_exe,allow
R1,ctx7,res4_exe,deny
R3,ctx5,res33_write,allow
R9,ctx10,res36_write,allow
R4,ctx9,res24_write,allow
R12,ctx3,res26_read,allow
R14,ctx2,res34_read,allow
R5,ctx15,res20_write,allow
R1,ctx16,res5_read,allow
R4,ctx17,res18_exe,allow
R19,ctx12,res15_exe,allow
R9,ctx16,res28_exe,allow
R3,ctx17,res36_write,allow
R13,ctx4,res4_read,allow
R5,ctx20,res33_exe,allow
R17,ctx16,res3_read,allow
R20,ctx6,res4_exe,allow
R17,ctx11,res18_write,allow
R5,ctx7,res28_exe,allow
R13,ctx19,res2_write,allow
R16,ctx19,res26_read,deny
R1,ctx2,res12_write,allow
R17,ctx15,res40_read,deny
R10,ctx13,res1_write,deny
R7,ctx16,res24_write,allow
R6,ctx15,res7_exe,allow
R15,ctx17,res36_read,allow
R12,ctx1,res4_write,allow
R5,ctx18,res30_exe,allow
R16,ctx13,res22_exe,allow
R17,ctx19,res38_write,allow
R10,ctx2,res22_exe,allow
R2,ctx14,res34_exe,allow
R18,ctx1,res13_exe,allow
R1,ctx3,res21_write,allow
R20,ctx5,res35_exe,deny
R10,ctx18,res2_exe,allow
R13,ctx18,res12_exe,allow
R10,ctx16,res26_exe,allow
R7,ctx14,res33_exe,allow
R18,ctx10,res32_write,allow
R11,ctx20,res2_exe,allow
R18,ctx6,res32_exe,allow
R17,ctx13,res3_exe,allow
R20,ctx17,res12_write,allow
R8,ctx8,res21_exe,allow
R15,ctx3,res36_exe,allow
R16,ctx9,res14_read,allow
R9,ctx18,res15_exe,allow
R10,ctx6,res10_read,deny
R3,ctx7,res31_exe,allow
R1,ctx8,res7_write,allow
R7,ctx5,res5_exe,deny
R3,ctx8,res31_exe,allow
R18,ctx9,res34_read,allow
R17,ctx19,res38_exe,deny
R11,ctx6,res29_read,allow
R12,ctx6,res20_exe,allow
R17,ctx20,res7_read,allow
R4,ctx19,res18_exe,deny
R3,ctx19,res11_write,allow
R9,ctx7,res10_read,allow
R18,ctx5,res6_exe,allow
R16,ctx18,res24_write,allow
R12,ctx8,res35_read,allow
R12,ctx20,res12_write,deny
R12,ctx18,res33_read,allow
R19,ctx5,res2_exe,allow
R16,ctx4,res7_write,allow
R18,ctx11,res2_exe,allow
R15,ctx4,res35_read,allow
R3,ctx18,res28_write,deny
R10,ctx11,res32_exe,allow
R4,ctx19,res29_exe,allow
R3,ctx9,res39_exe,allow
R7,ctx20,res26_exe,allow
R15,ctx19,res35_read,allow
R11,ctx12,res7_read,allow
R7,ctx13,res35_write,allow
R20,ctx13,res19_write,allow
R16,ctx10,res11_write,allow
R3,ctx1,res24_exe,deny
R15,ctx10,res12_write,allow
R20,ctx11,res29_exe,allow
R3,ctx20,res17_exe,deny
R5,ctx5,res22_write,allow
R15,ctx2,res1_exe,allow
R17,ctx2,res34_exe,allow
R16,ctx6,res38_exe,allow
R2,ctx8,res37_exe,deny
R3,ctx9,res39_write,allow
R20,ctx16,res32_read,allow
R17,ctx18,res20_exe,allow
R17,ctx16,res8_exe,deny
R9,ctx4,res18_write,allow
R6,ctx8,res28_write,allow
R17,ctx1,res19_read,allow
R12,ctx16,res35_write,allow
R15,ctx7,res9_exe,allow
R13,ctx18,res34_exe,allow
R3,ctx19,res38_exe,allow
R4,ctx14,res7_exe,allow
R8,ctx5,res23_exe,allow
R20,ctx15,res17_read,allow
R5,ctx12,res26_read,allow
R5,ctx9,res21_write,deny
R6,ctx13,res17_write,allow
R2,ctx18,res13_exe,allow
R9,ctx8,res5_read,allow
R14,ctx3,res14_exe,allow
R16,ctx8,res21_read,allow
R7,ctx6,res6_write,allow
R19,ctx11,res35_exe,allow
R19,ctx15,res13_exe,allow
R8,ctx5,res23_write,allow
R11,ctx11,res25_write,allow
R1,ctx16,res11_exe,allow
R20,ctx6,res32_read,allow
R15,ctx9,res30_write,allow
R4,ctx14,res31_exe,allow
R18,ctx15,res30_exe,allow
R9,ctx20,res23_read,allow
R1,ctx11,res4_exe,deny
R6,ctx12,res13_read,allow
R7,ctx7,res39_write,allow
R6,ctx16,res8_read,allow
R13,ctx4,res34_write,allow
R20,ctx12,res3_exe,deny
R5,ctx16,res34_write,allow
R1,ctx3,res24_exe,allow
R6,ctx5,res30_write,allow
R5,ctx10,res32_exe,deny
R16,ctx17,res3_read,allow
R3,ctx15,res29_exe,deny
R11,ctx16,res25_read,deny
R15,ctx16,res32_read,deny
R2,ctx4,res34_exe,allow
R13,ctx9,res2_exe,deny
R11,ctx2,res1_exe,allow
R3,ctx19,res11_exe,allow
R1,ctx20,res27_exe,allow
R3,ctx14,res38_read,allow
R14,ctx16,res17_write,allow
R4,ctx16,res23_read,allow
R9,ctx6,res28_exe,allow
R18,ctx13,res25_write,allow
R16,ctx11,res1_exe,allow
R13,ctx15,res11_exe,allow
R6,ctx6,res18_exe,allow
R19,ctx19,res20_write,allow
R19,ctx13,res22_exe,deny
R17,ctx5,res2_exe,deny
R6,ctx1,res23_exe,allow
R19,ctx1,res28_read,allow
R18,ctx8,res11_exe,allow
R8,ctx13,res10_read,allow
R12,ctx10,res17_write,allow
R17,ctx5,res13_exe,allow
R16,ctx4,res30_write,allow
R20,ctx16,res34_write,deny
R8,ctx5,res18_write,allow
R15,ctx19,res25_write,allow
R18,ctx12,res3_exe,allow
R10,ctx3,res26_exe,deny
R13,ctx9,res2_write,allow
R7,ctx10,res31_exe,allow
R4,ctx15,res21_read,allow
R13,ctx10,res9_exe,allow
R2,ctx3,res6_exe,allow
R1,ctx5,res25_exe,allow
R2,ctx17,res25_exe,allow
R1,ctx13,res11_write,allow
R10,ctx6,res20_write,allow
R14,ctx7,res29_exe,allow
R19,ctx3,res4_write,allow
R20,ctx9,res4_write,deny
R3,ctx2,res1_read,allow
R17,ctx19,res30_read,deny
R17,ctx4,res40_exe,allow
R1,ctx15,res5_exe,allow
R12,ctx7,res25_exe,allow
R10,ctx12,res7_write,allow
R15,ctx12,res37_read,allow
R3,ctx15,res15_exe,allow
R5,ctx3,res6_exe,allow
R18,ctx2,res17_exe,deny
R10,ctx14,res12_write,allow
R20,ctx9,res6_write,deny
R12,ctx10,res3_write,allow
R20,ctx2,res14_exe,allow
R11,ctx18,res30_write,allow
R6,ctx5,res30_exe,allow
R11,ctx7,res35_exe,allow
R5,ctx6,res8_exe,allow
R1,ctx18,res21_exe,allow
R8,ctx19,res29_exe,allow
R4,ctx8,res11_exe,allow
R8,ctx1,res8_exe,allow
R7,ctx6,res25_write,allow
R16,ctx15,res30_exe,allow
R18,ctx12,res2_exe,allow
R7,ctx11,res16_exe,deny
R16,ctx2,res35_exe,deny
R5,ctx10,res27_exe,deny
R20,ctx19,res30_read,allow
R2,ctx19,res36_write,allow
R3,ctx8,res12_write,deny
R11,ctx2,res1_write,deny
R5,ctx11,res11_read,allow
R1,ctx15,res5_write,deny
R2,ctx4,res18_write,allow
R13,ctx12,res13_read,deny
R8,ctx11,res32_read,allow
R18,ctx4,res24_write,allow
R13,ctx15,res11_write,allow
R18,ctx20,res7_write,deny
R17,ctx17,res14_write,deny
R10,ctx7,res8_write,allow
R15,ctx13,res29_exe,allow
R7,ctx17,res25_exe,deny
R14,ctx5,res20_exe,allow
R17,ctx9,res22_write,allow
R15,ctx16,res28_read,allow
R9,ctx7,res9_read,deny
R16,ctx14,res35_write,allow
R2,ctx8,res31_exe,deny
R17,ctx9,res26_exe,allow
R15,ctx7,res33_exe,allow
R12,ctx11,res25_write,deny
R20,ctx2,res18_read,allow
R12,ctx12,res21_exe,allow
R20,ctx4,res12_read,allow
R19,ctx18,res15_exe,allow
R8,ctx12,res2_exe,allow
R12,ctx1,res4_exe,allow
R14,ctx13,res7_exe,allow
R5,ctx5,res23_write,allow
R15,ctx3,res13_exe,allow
R2,ctx12,res13_exe,allow
R2,ctx6,res20_write,allow
R17,ctx7,res23_read,allow
R11,ctx19,res12_write,allow
R2,ctx3,res18_exe,allow
R9,ctx17,res19_exe,allow
R9,ctx4,res6_exe,allow
R3,ctx5,res24_read,deny
R2,ctx1,res3_exe,allow
R20,ctx6,res4_write,allow
R19,ctx18,res31_exe,allow
R7,ctx20,res9_read,allow
R2,ctx17,res13_write,allow
R20,ctx17,res6_read,allow
R19,ctx9,res37_exe,allow
R3,ctx3,res24_read,allow
R7,ctx6,res25_exe,allow
R19,ctx13,res22_write,allow
R9,ctx19,res24_write,deny
R13,ctx17,res27_exe,deny
R1,ctx13,res10_read,allow
R13,ctx12,res36_exe,deny
R7,ctx13,res35_exe,allow
R6,ctx14,res40_exe,allow
R18,ctx2,res17_write,deny
R3,ctx17,res24_exe,allow
R10,ctx2,res22_write,allow
R13,ctx13,res35_write,allow
R4,ctx5,res3_exe,allow
R16,ctx13,res24_read,deny
R17,ctx8,res26_exe,deny
R15,ctx10,res14_write,allow
R18,ctx16,res8_exe,allow
R16,ctx1,res9_read,allow
R8,ctx12,res13_exe,allow
R10,ctx12,res39_exe,allow
R15,ctx9,res30_exe,allow
R13,ctx14,res1_exe,allow
R12,ctx13,res23_exe,allow
R18,ctx4,res38_read,deny
R9,ctx8,res33_exe,allow
R16,ctx1,res16_exe,allow
R18,ctx12,res3_write,allow
R1,ctx14,res22_write,allow
R4,ctx5,res13_exe,allow
R18,ctx13,res25_exe,allow
R7,ctx16,res24_exe,allow
R3,ctx6,res2_exe,deny
R13,ctx14,res16_write,allow
R20,ctx3,res36_read,allow
R1,ctx8,res37_write,allow
R10,ctx16,res13_read,allow
R13,ctx16,res21_read,allow
R3,ctx8,res12_exe,allow
R1,ctx6,res14_exe,allow
R10,ctx6,res20_exe,allow
R1,ctx4,res24_exe,allow
R11,ctx3,res37_exe,deny
R4,ctx12,res1_exe,allow
R2,ctx13,res15_exe,allow
R11,ctx2,res23_exe,allow
R12,ctx17,res39_exe,deny
R18,ctx4,res24_exe,allow
R12,ctx5,res20_exe,allow
R16,ctx2,res40_read,allow
R2,ctx1,res15_read,allow
R4,ctx9,res24_exe,deny
R16,ctx9,res6_read,allow
R15,ctx1,res15_read,deny
R12,ctx4,res37_read,allow
R14,ctx9,res26_exe,allow
R1,ctx11,res5_exe,allow
R2,ctx17,res13_exe,allow
R6,ctx18,res3_exe,deny
R10,ctx11,res21_exe,allow
R1,ctx12,res10_read,allow
R16,ctx16,res39_exe,allow
R13,ctx19,res38_write,allow
R18,ctx17,res7_read,allow
R20,ctx2,res14_write,allow
R19,ctx4,res34_read,allow
R8,ctx14,res18_write,allow
R11,ctx11,res22_exe,allow
R18,ctx7,res33_exe,allow
R4,ctx6,res39_write,deny
R15,ctx12,res39_read,allow
R11,ctx6,res35_read,allow
R20,ctx4,res32_read,deny
R14,ctx19,res11_write,allow
R18,ctx15,res37_exe,allow
R1,ctx19,res7_write,deny
R4,ctx14,res31_write,deny
R5,ctx8,res33_exe,allow
R3,ctx9,res35_read,allow
R6,ctx20,res23_exe,allow
R4,ctx18,res1_exe,allow
R11,ctx11,res25_exe,allow
R1,ctx12,res38_exe,allow
R4,ctx8,res11_write,allow
R14,ctx19,res4_exe,allow
R5,ctx13,res34_read,allow
R10,ctx15,res9_exe,allow
R13,ctx7,res33_exe,allow
R11,ctx11,res22_write,allow
R8,ctx20,res24_write,allow
R2,ctx3,res18_write,allow
R1,ctx14,res39_exe,allow
R10,ctx9,res11_read,allow
R15,ctx20,res7_write,allow
R6,ctx10,res34_write,allow
R14,ctx15,res10_exe,allow
R17,ctx1,res2_read,allow
R16,ctx20,res4_write,deny
R2,ctx16,res27_exe,deny
R10,ctx10,res35_exe,allow
R1,ctx11,res5_write,allow
R11,ctx13,res19_exe,deny
R18,ctx11,res17_exe,allow
R3,ctx11,res17_write,allow
R11,ctx10,res7_exe,allow
R8,ctx9,res24_write,allow
R20,ctx18,res29_write,allow
R1,ctx5,res38_exe,allow
R10,ctx8,res35_write,allow
R14,ctx17,res11_write,allow
R7,ctx19,res33_exe,allow
R8,ctx17,res25_write,allow
R19,ctx14,res5_exe,allow
R3,ctx11,res15_write,deny
R1,ctx14,res22_exe,allow
R1,ctx10,res37_exe,allow
R14,ctx8,res9_exe,allow
R2,ctx9,res6_exe,deny
R13,ctx5,res25_exe,allow
R10,ctx15,res9_write,allow
R17,ctx10,res28_exe,allow
R7,ctx11,res8_read,allow
R8,ctx15,res27_exe,allow
R5,ctx10,res27_write,allow
R13,ctx17,res39_write,allow
R11,ctx8,res27_write,allow
R3,ctx11,res15_exe,allow
R3,ctx18,res28_exe,allow
R5,ctx1,res36_read,deny
R8,ctx16,res12_exe,allow
R3,ctx15,res29_write,allow
R6,ctx17,res35_exe,deny
R4,ctx20,res29_exe,allow
R4,ctx3,res38_exe,allow
R12,ctx15,res21_exe,deny
R11,ctx1,res40_exe,allow
R5,ctx17,res32_write,allow
R2,ctx1,res3_write,allow
R17,ctx9,res26_write,deny
R20,ctx10,res40_write,allow
R17,ctx16,res8_write,allow
R7,ctx15,res6_write,deny
R1,ctx8,res37_exe,deny
R10,ctx16,res26_write,deny
R12,ctx2,res22_read,allow
R8,ctx11,res13_exe,deny
R8,ctx14,res5_read,allow
R19,ctx5,res14_exe,allow
R20,ctx14,res37_read,allow
R2,ctx4,res18_exe,allow
R20,ctx14,res40_read,deny
R16,ctx3,res21_read,deny
R1,ctx2,res12_exe,allow
R7,ctx2,res9_read,allow
R5,ctx9,res31_write,allow
R7,ctx5,res2_exe,allow
R19,ctx1,res40_write,deny
R6,ctx2,res2_write,deny
R8,ctx16,res12_write,allow
R13,ctx2,res11_exe,allow
R9,ctx4,res6_write,allow
R4,ctx2,res7_exe,allow
R7,ctx12,res26_write,allow
R3,ctx7,res31_write,allow
R14,ctx11,res20_exe,deny
R15,ctx15,res33_read,allow
R15,ctx19,res25_exe,allow
R16,ctx18,res24_exe,deny
R14,ctx20,res22_write,allow
R9,ctx13,res23_exe,deny
R13,ctx17,res39_exe,allow
R2,ctx20,res33_exe,allow
R14,ctx17,res18_read,allow
R3,ctx10,res29_exe,allow
R18,ctx10,res32_exe,allow
R20,ctx1,res21_write,allow
R3,ctx10,res14_exe,allow
R17,ctx12,res35_exe,allow
R6,ctx10,res34_exe,allow
R11,ctx18,res6_read,allow
R15,ctx11,res25_write,allow
R9,ctx9,res19_read,allow
R9,ctx3,res40_exe,allow
R6,ctx15,res39_write,allow
R20,ctx1,res2_exe,allow
R19,ctx13,res37_exe,allow
R18,ctx6,res11_exe,allow
R8,ctx1,res8_exe,allow
R16,ctx4,res7_exe,allow
R7,ctx4,res14_read,allow
R20,ctx20,res15_exe,deny
R16,ctx15,res4_exe,allow
R4,ctx8,res14_exe,deny
R6,ctx18,res22_exe,allow
R7,ctx18,res22_read,deny
R2,ctx7,res25_exe,allow
R11,ctx9,res18_exe,allow
R8,ctx12,res13_write,deny
R19,ctx3,res30_exe,deny
R9,ctx15,res6_write,allow
R16,ctx14,res35_write,allow
R12,ctx18,res18_exe,allow
R14,ctx10,res26_read,deny
R1,ctx18,res32_exe,allow
R9,ctx1,res26_exe,allow
R17,ctx14,res29_exe,allow
R9,ctx12,res21_exe,allow
R20,ctx8,res5_exe,deny
R7,ctx9,res1_exe,allow
R5,ctx5,res23_exe,deny
R20,ctx18,res29_exe,deny
R17,ctx11,res2_exe,allow
R11,ctx4,res9_read,deny
R6,ctx9,res4_exe,allow
R10,ctx15,res3_write,allow
R14,ctx18,res39_exe,allow
R1,ctx1,res28_write,allow
R6,ctx8,res28_exe,deny
R13,ctx2,res3_read,allow
R8,ctx4,res13_read,allow
R19,ctx5,res14_write,allow
R20,ctx7,res32_exe,deny
R17,ctx14,res7_exe,allow
R18,ctx9,res2_exe,allow
R2,ctx6,res20_exe,allow
R7,ctx6,res6_exe,allow
R11,ctx12,res17_exe,deny
R12,ctx11,res25_exe,allow
R19,ctx9,res36_exe,allow
R12,ctx10,res3_exe,allow
R17,ctx6,res5_exe,allow
R14,ctx4,res23_read,allow
R6,ctx3,res24_read,allow
R15,ctx11,res5_read,allow
R17,ctx17,res14_exe,deny
R17,ctx9,res22_exe,allow
R10,ctx15,res3_exe,allow
R3,ctx15,res15_write,deny
R12,ctx1,res24_write,allow
R2,ctx5,res16_write,allow
R6,ctx13,res17_exe,deny
R6,ctx17,res20_exe,allow
R20,ctx19,res2_exe,allow
R4,ctx10,res21_read,allow
R15,ctx20,res7_exe,deny
R2,ctx15,res11_exe,allow
R13,ctx17,res27_write,allow
R20,ctx9,res6_exe,deny
R3,ctx14,res27_write,deny
R7,ctx10,res5_exe,allow
R5,ctx2,res10_write,allow
R16,ctx11,res3_write,allow
R1,ctx19,res7_exe,deny
R18,ctx19,res2_read,allow
R17,ctx5,res13_write,allow
R7,ctx5,res5_write,allow
R8,ctx9,res24_exe,allow
R8,ctx18,res23_read,deny
R20,ctx16,res34_exe,deny
R8,ctx6,res5_read,allow
R13,ctx6,res22_write,allow
R5,ctx16,res34_exe,allow
R3,ctx4,res14_exe,deny
R12,ctx7,res32_write,allow
R9,ctx20,res24_exe,deny
R19,ctx20,res16_exe,deny
R6,ctx11,res2_read,allow
R15,ctx10,res12_exe,allow
R8,ctx18,res32_read,allow
R19,ctx2,res24_read,allow
R5,ctx19,res21_exe,deny
R8,ctx7,res38_exe,allow
R1,ctx19,res16_exe,allow
R8,ctx7,res13_exe,allow
R16,ctx4,res30_exe,allow
R16,ctx18,res7_exe,allow
R9,ctx1,res20_read,allow
R4,ctx14,res7_write,deny
R5,ctx11,res25_exe,deny
R4,ctx4,res8_exe,allow
R14,ctx13,res25_exe,allow
R15,ctx15,res34_exe,allow
R3,ctx3,res17_exe,allow
R6,ctx19,res39_exe,deny
R16,ctx20,res4_exe,allow
R16,ctx7,res26_read,allow
R4,ctx18,res23_exe,deny
R1,ctx7,res13_write,allow
R11,ctx3,res12_exe,allow
R14,ctx7,res29_write,allow
R12,ctx13,res21_read,allow
R1,ctx1,res28_exe,deny
R11,ctx15,res18_write,allow
R14,ctx15,res10_write,deny
R20,ctx3,res23_exe,allow
R10,ctx8,res22_read,deny
R11,ctx5,res22_exe,allow
R19,ctx11,res19_exe,allow
R14,ctx20,res22_exe,deny
R18,ctx20,res25_read,allow
R17,ctx18,res10_read,allow
R19,ctx19,res20_exe,allow
R7,ctx1,res14_read,allow
R10,ctx5,res20_exe,allow
R17,ctx11,res18_exe,deny
R16,ctx12,res5_write,allow
R6,ctx15,res39_exe,deny
R4,ctx20,res33_exe,allow
R16,ctx6,res16_exe,deny
R19,ctx1,res40_exe,allow
R19,ctx10,res26_exe,allow
R2,ctx2,res15_exe,allow
R4,ctx1,res1_exe,deny
R18,ctx17,res24_read,allow
R1,ctx4,res24_write,allow
R12,ctx2,res5_write,allow
R17,ctx3,res14_read,deny
R7,ctx14,res33_write,allow
R6,ctx8,res1_exe,allow
R6,ctx4,res15_exe,allow
R16,ctx1,res16_write,allow
R4,ctx7,res31_exe,deny
R15,ctx4,res34_exe,allow
R19,ctx10,res1_exe,allow
R11,ctx1,res39_exe,allow
R1,ctx19,res16_write,allow
R12,ctx1,res24_exe,allow
R13,ctx10,res9_write,allow
R7,ctx9,res32_exe,allow
R18,ctx13,res17_write,allow
R16,ctx11,res3_exe,allow
R19,ctx7,res34_read,deny
R6,ctx9,res31_exe,allow
R7,ctx2,res32_read,deny
R7,ctx7,res39_exe,allow
R4,ctx7,res20_exe,allow
R10,ctx19,res3_read,allow
R2,ctx8,res31_write,allow
R15,ctx18,res35_exe,allow
R10,ctx10,res37_exe,allow
R2,ctx11,res2_exe,allow
R10,ctx17,res25_read,allow
R12,ctx15,res24_read,allow
R19,ctx2,res10_exe,allow
R12,ctx7,res32_exe,deny
R9,ctx12,res21_write,allow
R17,ctx14,res29_write,allow
R13,ctx15,res21_read,allow
R13,ctx1,res5_write,allow
R5,ctx2,res10_exe,deny
R7,ctx14,res26_write,allow
R19,ctx7,res29_exe,allow
R2,ctx6,res33_read,allow
R19,ctx12,res33_read,deny
R6,ctx16,res5_exe,deny
R9,ctx15,res6_exe,allow
R8,ctx17,res25_exe,allow
R14,ctx16,res17_exe,deny
R16,ctx11,res1_write,allow
R7,ctx3,res13_write,deny
R4,ctx6,res10_exe,allow
R11,ctx17,res27_exe,allow
R5,ctx13,res33_write,allow
R6,ctx11,res18_exe,allow
R8,ctx10,res33_read,deny
R11,ctx15,res39_write,allow
R16,ctx8,res5_exe,allow
R17,ctx6,res5_write,allow
R17,ctx3,res2_exe,allow
R15,ctx6,res30_exe,allow
R7,ctx7,res30_read,allow
R15,ctx8,res14_exe,deny
R10,ctx13,res14_write,allow
R8,ctx4,res4_read,allow
R11,ctx7,res15_exe,allow
R4,ctx11,res3_write,allow
R12,ctx19,res30_exe,allow
R15,ctx20,res14_read,deny
R20,ctx10,res21_exe,allow
R5,ctx14,res32_exe,allow
R4,ctx2,res7_write,allow
R15,ctx17,res21_exe,allow
R14,ctx10,res19_write,allow
R16,ctx5,res10_write,allow
R4,ctx10,res25_read,allow
R11,ctx1,res40_write,allow
R6,ctx2,res2_exe,allow
R6,ctx12,res27_exe,allow
R5,ctx19,res29_write,allow
R11,ctx16,res24_read,allow
R14,ctx1,res10_exe,deny
R14,ctx12,res11_exe,allow
R2,ctx19,res36_exe,allow
R1,ctx15,res23_exe,allow
R10,ctx2,res22_read,deny
R15,ctx14,res7_read,allow
R16,ctx19,res15_exe,deny
R4,ctx11,res33_exe,deny
R12,ctx11,res4_exe,allow
R4,ctx19,res29_write,allow
R19,ctx16,res25_exe,allow
R8,ctx17,res37_exe,allow
R1,ctx7,res4_write,allow
R12,ctx20,res12_exe,allow
R14,ctx12,res30_read,allow
R9,ctx19,res40_read,allow
R17,ctx6,res37_read,allow
R19,ctx10,res1_write,allow
R17,ctx8,res26_write,allow
R14,ctx1,res18_exe,allow
R7,ctx14,res26_exe,allow
R17,ctx10,res27_exe,allow
R8,ctx19,res15_exe,allow
R3,ctx12,res29_exe,allow
R17,ctx8,res7_read,allow
R3,ctx18,res19_write,allow
R9,ctx11,res14_exe,deny
R12,ctx20,res22_read,allow
R3,ctx17,res36_exe,allow
R19,ctx8,res22_write,allow
R10,ctx7,res34_exe,allow
R5,ctx18,res30_write,allow
R6,ctx20,res3_write,allow
R13,ctx1,res5_exe,allow
R20,ctx8,res4_exe,allow
R19,ctx14,res27_read,allow
R13,ctx10,res1_write,allow
R3,ctx2,res15_exe,allow
R1,ctx2,res16_read,allow
R12,ctx9,res18_read,allow
R20,ctx18,res15_exe,allow
R13,ctx3,res28_write,deny
R6,ctx20,res3_exe,allow
R8,ctx10,res32_exe,allow
R20,ctx13,res13_read,deny
R1,ctx1,res37_exe,allow
R20,ctx9,res4_exe,allow
R12,ctx19,res30_write,allow
R12,ctx14,res1_exe,deny
R12,ctx19,res27_read,allow
R4,ctx9,res3_read,allow
R18,ctx11,res2_write,allow
R10,ctx1,res26_exe,allow
R15,ctx13,res31_write,allow
R10,ctx5,res11_exe,allow
R13,ctx18,res34_write,allow
R15,ctx4,res34_write,deny
R14,ctx3,res26_exe,allow
R19,ctx11,res19_write,allow
R17,ctx10,res27_write,allow
R19,ctx15,res26_write,allow
