Role,Context,Capability,Permission
R6,ctx4,res9_exe,allow
R15,ctx18,res43_exe,allow
R7,ctx7,res29_read,allow
R4,ctx17,res38_read,deny
R2,ctx16,res75_exe,allow
R12,ctx14,res37_write,allow
R18,ctx2,res19_read,allow
R8,ctx20,res80_exe,allow
R8,ctx8,res44_exe,allow
R13,ctx6,res48_write,allow
R2,ctx15,res29_write,allow
R7,ctx17,res38_exe,allow
R17,ctx14,res46_exe,allow
R10,ctx16,res44_read,allow
R8,ctx8,res37_write,allow
R17,ctx18,res8_exe,deny
R20,ctx3,res45_read,allow
R12,ctx3,res65_exe,allow
R18,ctx9,res57_write,allow
R12,ctx1,res38_exe,allow
R10,ctx12,res12_read,allow
R14,ctx4,res68_write,allow
R6,ctx4,res54_read,deny
R2,ctx9,res1_write,allow
R18,ctx4,res70_read,allow
R14,ctx11,res4_read,allow
R19,ctx7,res47_read,allow
R3,ctx3,res67_exe,allow
R9,ctx16,res72_exe,allow
R10,ctx3,res63_write,allow
R3,ctx10,res11_exe,deny
R8,ctx20,res40_exe,allow
R19,ctx13,res72_write,allow
R16,ctx9,res52_read,allow
R6,ctx18,res53_write,allow
R5,ctx13,res24_read,allow
R3,ctx6,res52_exe,deny
R15,ctx10,res43_read,allow
R2,ctx15,res37_exe,allow
R4,ctx15,res73_exe,deny
R20,ctx19,res65_read,allow
R5,ctx10,res42_exe,allow
R11,ctx19,res23_exe,allow
R3,ctx8,res1_read,allow
R8,ctx7,res74_exe,allow
R16,ctx20,res7_exe,allow
R20,ctx20,res33_exe,deny
R3,ctx13,res32_exe,allow
R12,ctx18,res18_write,deny
R6,ctx15,res74_read,deny
R14,ctx11,res9_read,allow
R14,ctx20,res79_exe,allow
R7,ctx5,res70_write,allow
R6,ctx14,res50_write,allow
R18,ctx19,res12_read,allow
R11,ctx13,res8_read,allow
R15,ctx13,res29_write,allow
R19,ctx15,res38_write,allow
R1,ctx14,res33_read,deny
R15,ctx11,res55_exe,deny
R18,ctx3,res38_read,deny
R6,ctx4,res9_write,deny
R5,ctx9,res80_write,deny
R1,ctx15,res47_read,allow
R2,ctx17,res8_read,allow
R15,ctx12,res21_exe,allow
R10,ctx5,res18_exe,allow
R9,ctx9,res73_write,allow
R19,ctx9,res24_write,allow
R12,ctx13,res68_write,deny
R3,ctx17,res39_read,deny
R16,ctx4,res47_write,allow
R6,ctx3,res3_write,allow
R10,ctx11,res13_exe,deny
R20,ctx9,res2_exe,allow
R12,ctx14,res65_exe,deny
R9,ctx2,res54_exe,allow
R9,ctx7,res54_exe,allow
R10,ctx17,res11_exe,allow
R13,ctx19,res3_exe,allow
R17,ctx16,res28_write,allow
R18,ctx3,res62_exe,allow
R13,ctx20,res56_exe,allow
R10,ctx11,res43_exe,allow
R3,ctx7,res9_read,deny
R11,ctx2,res50_exe,allow
R17,ctx4,res19_write,deny
R9,ctx17,res6_exe,allow
R11,ctx1,res72_write,allow
R5,ctx15,res5_exe,allow
R16,ctx20,res7_write,allow
R17,ctx1,res70_exe,allow
R14,ctx7,res34_write,allow
R4,ctx2,res5_exe,allow
R4,ctx7,res31_write,deny
R11,ctx4,res29_write,allow
R1,ctx15,res59_exe,allow
R18,ctx18,res46_exe,allow
R10,ctx7,res39_write,deny
R20,ctx12,res59_exe,deny
R3,ctx4,res77_read,deny
R11,ctx7,res32_write,allow
R15,ctx15,res31_exe,allow
R17,ctx7,res34_exe,deny
R3,ctx18,res43_exe,allow
R4,ctx16,res20_exe,allow
R18,ctx12,res43_exe,allow
R7,ctx15,res43_exe,allow
R9,ctx15,res73_write,allow
R6,ctx2,res53_exe,allow
R12,ctx13,res68_exe,allow
R2,ctx4,res50_write,allow
R15,ctx15,res13_exe,allow
R16,ctx9,res13_exe,allow
R20,ctx14,res49_exe,allow
R16,ctx17,res79_write,deny
R18,ctx8,res21_exe,deny
R13,ctx20,res9_write,allow
R2,ctx17,res27_exe,allow
R13,ctx3,res29_exe,allow
R18,ctx17,res25_read,allow
R5,ctx4,res35_write,deny
R4,ctx12,res65_exe,allow
R1,ctx14,res57_exe,allow
R6,ctx17,res19_exe,allow
R11,ctx15,res49_exe,allow
R9,ctx8,res29_exe,deny
R20,ctx8,res2_write,allow
R1,ctx11,res35_read,deny
R14,ctx10,res62_read,allow
R12,ctx11,res66_exe,allow
R18,ctx1,res63_exe,allow
R15,ctx3,res6_write,allow
R10,ctx1,res79_read,allow
R3,ctx5,res20_exe,allow
R7,ctx13,res1_exe,allow
R10,ctx16,res61_exe,deny
R11,ctx20,res41_exe,allow
R8,ctx16,res39_exe,deny
R9,ctx19,res27_exe,allow
R5,ctx11,res18_exe,deny
R19,ctx11,res66_exe,deny
R8,ctx12,res75_exe,allow
R14,ctx8,res26_exe,allow
R4,ctx18,res20_write,allow
R15,ctx19,res15_exe,allow
R9,ctx3,res55_write,allow
R16,ctx19,res20_read,allow
R17,ctx17,res40_read,allow
R10,ctx13,res47_write,allow
R9,ctx15,res73_exe,allow
R15,ctx5,res71_exe,allow
R18,ctx16,res51_read,allow
R18,ctx7,res74_read,deny
R14,ctx17,res70_exe,allow
R8,ctx1,res47_exe,allow
R12,ctx6,res46_exe,allow
R12,ctx8,res48_exe,deny
R13,ctx16,res58_exe,allow
R18,ctx19,res36_exe,allow
R4,ctx18,res20_exe,deny
R18,ctx14,res76_read,allow
R7,ctx17,res71_exe,deny
R6,ctx13,res18_read,allow
R16,ctx8,res13_read,allow
R15,ctx8,res22_write,allow
R11,ctx4,res29_exe,allow
R8,ctx17,res26_read,allow
R9,ctx3,res5_read,deny
R16,ctx11,res7_read,deny
R15,ctx7,res66_read,allow
R7,ctx15,res17_write,allow
R7,ctx1,res70_exe,deny
R7,ctx6,res64_exe,allow
R1,ctx20,res70_exe,allow
R6,ctx19,res44_read,allow
R9,ctx6,res1_exe,allow
R4,ctx13,res7_exe,allow
R19,ctx19,res44_read,deny
R8,ctx16,res39_write,allow
R15,ctx13,res29_exe,allow
R6,ctx18,res73_exe,allow
R12,ctx14,res37_exe,allow
R12,ctx8,res3_read,allow
R19,ctx4,res1_exe,allow
R4,ctx1,res2_exe,allow
R6,ctx6,res17_write,allow
R6,ctx8,res13_write,allow
R4,ctx10,res78_write,allow
R11,ctx18,res72_write,allow
R11,ctx9,res11_exe,deny
R6,ctx5,res38_write,allow
R6,ctx17,res19_write,allow
R1,ctx7,res2_read,allow
R13,ctx4,res57_exe,allow
R15,ctx3,res65_exe,allow
R16,ctx17,res79_exe,allow
R17,ctx12,res80_read,deny
R4,ctx14,res67_exe,allow
R17,ctx16,res42_write,allow
R19,ctx14,res13_read,allow
R10,ctx19,res75_exe,allow
R8,ctx12,res58_write,allow
R17,ctx3,res8_exe,allow
R2,ctx5,res67_exe,allow
R11,ctx2,res35_write,deny
R19,ctx4,res29_write,allow
R17,ctx3,res46_read,allow
R5,ctx11,res53_read,deny
R12,ctx18,res26_read,allow
R14,ctx13,res78_exe,allow
R13,ctx2,res5_read,allow
R4,ctx15,res73_write,allow
R8,ctx10,res30_exe,deny
R1,ctx10,res42_read,allow
R5,ctx6,res45_exe,allow
R4,ctx5,res22_exe,allow
R14,ctx16,res59_exe,allow
R14,ctx12,res17_write,deny
R13,ctx14,res10_write,allow
R16,ctx12,res66_exe,allow
R1,ctx20,res45_write,deny
R6,ctx13,res61_exe,allow
R16,ctx14,res9_read,allow
R15,ctx14,res31_write,allow
R5,ctx3,res18_write,allow
R7,ctx11,res8_exe,allow
R13,ctx12,res6_exe,deny
R19,ctx5,res24_exe,allow
R10,ctx2,res28_exe,allow
R3,ctx17,res73_exe,allow
R11,ctx14,res73_exe,deny
R10,ctx2,res28_write,allow
R2,ctx4,res50_exe,allow
R14,ctx3,res38_read,deny
R15,ctx17,res33_write,allow
R3,ctx9,res21_read,allow
R14,ctx20,res30_write,allow
R20,ctx15,res62_exe,allow
R20,ctx13,res16_write,allow
R19,ctx12,res8_read,allow
R16,ctx16,res77_write,allow
R4,ctx4,res9_write,allow
R10,ctx14,res73_exe,allow
R16,ctx15,res24_exe,allow
R10,ctx15,res72_write,allow
R2,ctx2,res56_exe,deny
R11,ctx8,res12_exe,allow
R2,ctx2,res21_exe,allow
R6,ctx5,res4_write,deny
R10,ctx18,res4_exe,allow
R10,ctx14,res49_exe,allow
R11,ctx10,res38_exe,deny
R3,ctx12,res13_exe,allow
R8,ctx15,res31_exe,allow
R3,ctx11,res60_read,allow
R18,ctx17,res72_exe,allow
R1,ctx1,res48_exe,allow
R5,ctx17,res70_exe,allow
R14,ctx13,res21_write,allow
R18,ctx5,res32_exe,allow
R12,ctx13,res31_write,deny
R4,ctx1,res2_write,deny
R13,ctx5,res13_exe,allow
R5,ctx14,res27_exe,deny
R14,ctx14,res58_exe,allow
R5,ctx1,res78_exe,allow
R20,ctx18,res63_write,deny
R1,ctx18,res74_exe,allow
R9,ctx5,res13_exe,allow
R14,ctx14,res11_read,allow
R20,ctx19,res42_exe,allow
R11,ctx16,res3_read,deny
R2,ctx18,res64_exe,allow
R12,ctx12,res63_exe,allow
R6,ctx14,res50_exe,allow
R19,ctx18,res56_read,allow
R15,ctx13,res61_exe,allow
R4,ctx19,res70_write,allow
R7,ctx4,res26_exe,allow
R15,ctx1,res25_exe,allow
R13,ctx7,res51_write,allow
R17,ctx4,res14_write,allow
R7,ctx19,res50_exe,allow
R17,ctx2,res14_exe,allow
R9,ctx1,res67_exe,deny
R2,ctx6,res54_read,allow
R7,ctx17,res38_write,allow
R3,ctx13,res32_write,allow
R1,ctx6,res29_exe,allow
R9,ctx9,res73_exe,allow
R7,ctx8,res7_read,deny
R11,ctx12,res6_write,allow
R4,ctx15,res16_read,allow
R11,ctx10,res30_read,allow
R19,ctx15,res24_exe,allow
R3,ctx12,res31_read,deny
R12,ctx4,res36_exe,deny
R14,ctx7,res34_exe,allow
R16,ctx12,res75_exe,allow
R2,ctx18,res23_read,allow
R10,ctx4,res58_read,allow
R1,ctx2,res13_read,allow
R5,ctx1,res78_write,allow
R19,ctx16,res15_exe,allow
R6,ctx7,res73_write,allow
R13,ctx8,res21_exe,allow
R10,ctx14,res73_write,allow
R5,ctx19,res74_exe,allow
R19,ctx17,res12_write,allow
R19,ctx10,res71_write,deny
R6,ctx12,res7_read,allow
R12,ctx14,res65_write,allow
R5,ctx19,res21_write,allow
R6,ctx14,res22_exe,allow
R1,ctx11,res39_write,allow
R2,ctx13,res29_write,deny
R13,ctx5,res13_write,deny
R17,ctx13,res14_read,allow
R15,ctx2,res60_exe,allow
R3,ctx15,res56_exe,allow
R12,ctx5,res52_exe,allow
R9,ctx4,res62_write,allow
R16,ctx12,res66_write,allow
R1,ctx1,res48_write,allow
R4,ctx8,res36_write,allow
R19,ctx5,res48_exe,allow
R5,ctx17,res41_read,deny
R13,ctx4,res62_exe,allow
R8,ctx16,res80_write,allow
R10,ctx20,res73_write,allow
R4,ctx16,res71_exe,allow
R6,ctx2,res56_exe,deny
R4,ctx11,res12_exe,allow
R13,ctx11,res58_exe,allow
R17,ctx6,res61_read,allow
R5,ctx6,res68_exe,allow
R18,ctx17,res72_write,allow
R13,ctx9,res9_exe,allow
R14,ctx18,res4_exe,allow
R15,ctx7,res36_exe,allow
R8,ctx8,res37_exe,deny
R2,ctx13,res29_exe,allow
R20,ctx14,res60_write,deny
R12,ctx18,res18_exe,allow
R5,ctx9,res63_exe,allow
R5,ctx16,res65_write,allow
R4,ctx3,res46_read,allow
R7,ctx20,res33_write,allow
R19,ctx17,res12_exe,deny
R12,ctx10,res7_write,allow
R10,ctx8,res80_read,deny
R10,ctx17,res63_write,deny
R20,ctx10,res16_read,allow
R10,ctx1,res28_exe,allow
R17,ctx2,res75_exe,deny
R1,ctx4,res35_read,allow
R4,ctx3,res64_read,deny
R4,ctx8,res36_exe,deny
R5,ctx12,res50_read,allow
R20,ctx3,res57_read,allow
R7,ctx9,res3_exe,allow
R6,ctx12,res71_exe,deny
R7,ctx6,res57_exe,allow
R10,ctx7,res39_exe,allow
R5,ctx19,res21_exe,allow
R1,ctx18,res3_read,allow
R13,ctx15,res50_read,allow
R10,ctx4,res33_exe,allow
R16,ctx16,res77_exe,deny
R17,ctx16,res28_exe,allow
R11,ctx12,res6_exe,allow
R19,ctx10,res51_read,deny
R16,ctx13,res52_exe,allow
R9,ctx5,res54_exe,allow
R15,ctx8,res6_exe,allow
R19,ctx8,res45_exe,allow
R1,ctx3,res3_exe,allow
R10,ctx6,res18_read,allow
R9,ctx14,res69_exe,allow
R7,ctx20,res7_read,allow
R10,ctx20,res46_exe,allow
R2,ctx5,res67_write,deny
R17,ctx4,res19_exe,allow
R6,ctx13,res61_write,allow
R7,ctx20,res33_exe,deny
R11,ctx7,res76_read,deny
R17,ctx17,res16_write,allow
R16,ctx8,res79_exe,allow
R17,ctx7,res52_write,deny
R2,ctx18,res64_write,allow
R3,ctx2,res30_exe,allow
R15,ctx9,res12_write,allow
R17,ctx5,res37_exe,allow
R7,ctx4,res59_exe,allow
R5,ctx5,res44_exe,deny
R8,ctx5,res17_read,allow
R12,ctx9,res22_read,deny
R14,ctx1,res41_exe,allow
R16,ctx16,res36_write,allow
R12,ctx6,res46_write,allow
R13,ctx16,res63_exe,allow
R17,ctx10,res24_exe,allow
R3,ctx3,res57_read,allow
R15,ctx4,res52_exe,allow
R9,ctx14,res77_read,allow
R10,ctx20,res73_exe,allow
R7,ctx5,res75_exe,allow
R16,ctx7,res44_exe,allow
R11,ctx6,res13_exe,allow
R1,ctx1,res2_exe,allow
R2,ctx5,res48_exe,allow
R15,ctx3,res6_exe,allow
R6,ctx6,res17_exe,allow
R15,ctx6,res50_exe,allow
R15,ctx1,res27_read,allow
R11,ctx4,res49_exe,allow
R10,ctx3,res60_read,allow
R5,ctx10,res42_write,allow
R12,ctx20,res61_exe,allow
R8,ctx11,res69_read,allow
R7,ctx4,res26_write,allow
R14,ctx14,res58_write,allow
R17,ctx1,res26_exe,allow
R4,ctx12,res65_write,deny
R1,ctx16,res11_read,allow
R11,ctx3,res34_write,allow
R6,ctx8,res49_exe,allow
R17,ctx15,res53_exe,allow
R13,ctx17,res51_exe,allow
R15,ctx20,res71_exe,allow
R5,ctx3,res18_exe,allow
R15,ctx11,res32_read,allow
R18,ctx9,res60_read,allow
R11,ctx15,res23_read,allow
R12,ctx15,res25_write,allow
R9,ctx16,res72_write,allow
R13,ctx18,res45_exe,allow
R2,ctx9,res4_write,allow
R17,ctx9,res73_exe,deny
R9,ctx9,res75_exe,allow
R1,ctx6,res9_write,allow
R17,ctx14,res55_exe,allow
R5,ctx16,res79_write,deny
R18,ctx12,res15_write,allow
R10,ctx9,res30_exe,allow
R7,ctx19,res43_read,allow
R15,ctx9,res22_write,deny
R20,ctx4,res59_read,allow
R18,ctx2,res25_exe,allow
R9,ctx11,res64_exe,allow
R6,ctx20,res55_exe,allow
R6,ctx20,res55_write,deny
R8,ctx18,res43_exe,allow
R16,ctx1,res35_exe,allow
R11,ctx6,res13_write,deny
R1,ctx20,res70_write,allow
R9,ctx13,res49_write,deny
R11,ctx9,res11_read,allow
R2,ctx19,res58_exe,allow
R11,ctx5,res10_read,allow
R4,ctx14,res59_write,allow
R7,ctx12,res40_read,allow
R9,ctx8,res76_exe,allow
R4,ctx6,res34_exe,deny
R7,ctx2,res54_exe,allow
R19,ctx13,res66_exe,allow
R12,ctx20,res61_write,deny
R9,ctx4,res32_exe,allow
R8,ctx7,res57_read,allow
R8,ctx12,res58_exe,deny
R20,ctx7,res53_exe,allow
R7,ctx10,res64_exe,allow
R8,ctx9,res38_exe,deny
R2,ctx1,res14_write,allow
R13,ctx3,res5_read,allow
R20,ctx1,res26_exe,allow
R4,ctx11,res12_write,allow
R5,ctx2,res63_exe,allow
R14,ctx4,res68_exe,allow
R7,ctx5,res75_write,allow
R12,ctx16,res6_exe,deny
R20,ctx11,res53_exe,allow
R2,ctx7,res42_exe,allow
R20,ctx7,res67_read,allow
R20,ctx17,res28_read,allow
R8,ctx4,res61_exe,allow
R3,ctx20,res21_read,allow
R17,ctx20,res65_exe,allow
R3,ctx7,res24_exe,allow
R1,ctx11,res39_exe,allow
R2,ctx10,res51_exe,allow
R13,ctx5,res73_exe,allow
R11,ctx3,res48_exe,allow
R1,ctx15,res59_write,deny
R14,ctx6,res65_exe,deny
R7,ctx3,res51_exe,deny
R11,ctx7,res32_exe,allow
R6,ctx7,res70_exe,deny
R9,ctx20,res67_exe,allow
R2,ctx9,res4_exe,allow
R13,ctx18,res2_exe,allow
R17,ctx17,res16_exe,deny
R14,ctx9,res34_write,deny
R11,ctx18,res73_read,allow
R2,ctx14,res30_read,deny
R14,ctx19,res5_exe,allow
R8,ctx6,res32_exe,allow
R16,ctx1,res25_write,allow
R1,ctx6,res9_exe,allow
R13,ctx12,res58_exe,allow
R4,ctx14,res67_write,allow
R2,ctx16,res73_write,deny
R13,ctx19,res80_read,deny
R1,ctx17,res32_read,allow
R10,ctx10,res61_exe,allow
R19,ctx10,res71_exe,deny
R18,ctx8,res16_exe,allow
R8,ctx13,res36_read,allow
R7,ctx15,res17_exe,allow
R5,ctx4,res44_exe,allow
R8,ctx2,res4_exe,allow
R3,ctx14,res34_read,allow
R6,ctx1,res75_exe,allow
R17,ctx15,res13_exe,allow
R15,ctx6,res66_write,allow
R7,ctx10,res62_exe,allow
R7,ctx18,res77_read,allow
R7,ctx13,res1_write,deny
R7,ctx19,res50_write,allow
R4,ctx6,res35_write,allow
R16,ctx10,res22_read,allow
R13,ctx12,res6_write,allow
R3,ctx1,res10_read,allow
R20,ctx20,res67_exe,allow
R10,ctx19,res33_exe,deny
R12,ctx9,res69_write,allow
R14,ctx2,res48_exe,allow
R2,ctx11,res32_exe,deny
R12,ctx7,res49_exe,allow
R7,ctx2,res30_read,allow
R13,ctx7,res51_exe,allow
R16,ctx11,res33_write,allow
R12,ctx16,res66_write,allow
R16,ctx2,res54_read,allow
R15,ctx7,res36_write,allow
R18,ctx10,res74_exe,allow
R10,ctx15,res72_exe,allow
R19,ctx7,res64_write,deny
R14,ctx3,res5_write,allow
R20,ctx2,res63_exe,allow
R8,ctx15,res32_write,allow
R14,ctx10,res48_read,allow
R19,ctx20,res57_exe,allow
R1,ctx8,res36_read,allow
R3,ctx1,res76_exe,allow
R14,ctx17,res48_write,allow
R6,ctx2,res53_write,allow
R2,ctx14,res71_exe,allow
R9,ctx15,res23_exe,allow
R3,ctx10,res64_exe,allow
R12,ctx12,res29_exe,allow
R14,ctx5,res48_write,allow
R17,ctx1,res26_write,allow
R16,ctx6,res29_exe,deny
R18,ctx13,res28_exe,deny
R3,ctx19,res14_read,allow
R2,ctx20,res23_read,allow
R10,ctx11,res13_write,allow
R18,ctx20,res42_exe,allow
R4,ctx9,res75_exe,deny
R11,ctx19,res30_exe,deny
R15,ctx10,res5_exe,deny
R7,ctx9,res36_read,allow
R5,ctx2,res63_write,deny
R14,ctx18,res70_read,allow
R10,ctx18,res4_write,deny
R7,ctx1,res80_exe,allow
R5,ctx8,res41_exe,allow
R3,ctx15,res15_write,allow
R6,ctx9,res6_read,deny
R18,ctx7,res27_exe,allow
R2,ctx14,res71_write,allow
R4,ctx2,res23_read,deny
R7,ctx2,res54_write,allow
R9,ctx13,res49_exe,allow
R17,ctx6,res6_exe,allow
R13,ctx8,res76_exe,deny
R20,ctx9,res34_exe,allow
R2,ctx10,res40_read,allow
R2,ctx13,res79_exe,allow
R13,ctx13,res54_exe,deny
R3,ctx15,res15_exe,allow
R3,ctx2,res34_write,allow
R17,ctx6,res6_write,deny
R6,ctx5,res38_exe,allow
R11,ctx3,res34_exe,deny
R18,ctx10,res21_write,allow
R8,ctx14,res64_exe,allow
R4,ctx10,res78_exe,deny
R12,ctx19,res34_exe,allow
R10,ctx20,res46_write,deny
R4,ctx17,res1_exe,allow
R3,ctx20,res4_read,allow
R15,ctx13,res61_write,allow
R19,ctx2,res62_exe,allow
R17,ctx5,res1_exe,deny
R19,ctx15,res24_write,allow
R19,ctx14,res53_exe,allow
R10,ctx17,res63_exe,allow
R17,ctx10,res6_exe,deny
R8,ctx9,res38_write,allow
R11,ctx11,res43_read,allow
R13,ctx1,res53_read,deny
R12,ctx12,res63_write,allow
R10,ctx13,res17_exe,deny
R17,ctx11,res61_exe,allow
R15,ctx9,res22_exe,deny
R9,ctx1,res67_write,allow
R20,ctx6,res56_exe,allow
R4,ctx10,res24_read,deny
R18,ctx14,res26_read,allow
R4,ctx8,res73_exe,allow
R5,ctx18,res40_exe,allow
R20,ctx7,res53_write,allow
R12,ctx10,res7_exe,allow
R12,ctx15,res25_exe,allow
R5,ctx1,res17_exe,allow
R15,ctx16,res60_exe,allow
R6,ctx16,res45_read,allow
R3,ctx1,res76_write,allow
R9,ctx19,res21_read,allow
R2,ctx19,res58_write,allow
R14,ctx7,res10_exe,allow
R16,ctx18,res79_exe,allow
R12,ctx16,res66_exe,allow
R14,ctx9,res32_exe,allow
R13,ctx17,res20_exe,allow
R4,ctx11,res5_exe,allow
R1,ctx10,res25_write,allow
R17,ctx9,res20_read,deny
R2,ctx1,res14_exe,allow
R19,ctx18,res31_exe,deny
R16,ctx18,res18_read,allow
R7,ctx4,res59_write,allow
R18,ctx1,res51_exe,allow
R4,ctx18,res73_write,allow
R1,ctx8,res76_exe,allow
R19,ctx16,res15_write,allow
R7,ctx16,res53_exe,allow
R11,ctx18,res72_exe,allow
R2,ctx8,res35_read,allow
R7,ctx8,res3_read,allow
R5,ctx12,res70_read,allow
R14,ctx1,res41_write,deny
R14,ctx2,res35_write,allow
R7,ctx14,res74_read,allow
R1,ctx20,res45_exe,allow
R11,ctx1,res72_exe,allow
R14,ctx15,res60_write,allow
R17,ctx4,res14_exe,allow
R13,ctx1,res21_write,allow
R18,ctx6,res42_write,deny
R6,ctx17,res21_read,deny
R18,ctx15,res79_exe,allow
R2,ctx9,res1_exe,allow
R7,ctx18,res12_write,deny
R11,ctx1,res12_write,allow
R10,ctx15,res17_read,allow
R10,ctx3,res63_exe,allow
R12,ctx19,res69_exe,allow
R16,ctx17,res72_exe,allow
R6,ctx5,res4_exe,deny
R6,ctx11,res6_exe,allow
R8,ctx17,res15_exe,allow
R3,ctx11,res66_exe,allow
R19,ctx9,res1_exe,allow
R20,ctx1,res26_write,allow
R8,ctx3,res51_exe,allow
R18,ctx6,res42_exe,allow
R18,ctx2,res25_write,allow
R13,ctx2,res54_write,deny
R19,ctx9,res1_write,allow
R20,ctx13,res25_exe,deny
R5,ctx4,res44_write,allow
R9,ctx12,res14_write,deny
R19,ctx15,res38_exe,allow
R14,ctx12,res17_exe,allow
R10,ctx10,res36_exe,allow
R1,ctx7,res44_write,allow
R4,ctx2,res5_write,allow
R16,ctx11,res33_exe,deny
R13,ctx20,res9_exe,allow
R16,ctx9,res13_write,allow
R12,ctx5,res73_exe,allow
R4,ctx4,res10_read,deny
R12,ctx2,res12_exe,allow
R12,ctx12,res29_write,deny
R5,ctx2,res64_read,allow
R20,ctx4,res72_exe,deny
R17,ctx8,res23_read,allow
R5,ctx3,res79_read,allow
R19,ctx19,res11_read,allow
R4,ctx12,res16_exe,allow
R9,ctx16,res66_exe,allow
R16,ctx7,res54_read,allow
R9,ctx4,res32_write,allow
R17,ctx20,res65_write,allow
R5,ctx1,res17_write,deny
R19,ctx20,res65_read,allow
R7,ctx11,res79_exe,deny
R14,ctx12,res24_read,deny
R1,ctx12,res74_write,allow
R6,ctx6,res29_exe,deny
R14,ctx20,res79_write,allow
R16,ctx20,res2_write,allow
R4,ctx19,res70_exe,deny
R7,ctx6,res64_write,allow
R20,ctx2,res8_exe,deny
R8,ctx19,res75_exe,allow
R20,ctx1,res52_exe,deny
R16,ctx14,res11_read,allow
R10,ctx13,res17_write,deny
R8,ctx5,res70_write,allow
R15,ctx16,res47_exe,allow
R8,ctx19,res5_read,allow
R20,ctx17,res9_read,deny
R20,ctx4,res72_write,allow
R1,ctx19,res4_exe,allow
R4,ctx1,res11_exe,allow
R4,ctx20,res51_write,allow
R20,ctx18,res63_exe,allow
R6,ctx9,res7_exe,allow
R19,ctx2,res23_exe,allow
R14,ctx15,res17_write,allow
R11,ctx1,res12_exe,allow
R5,ctx15,res34_write,allow
R3,ctx9,res17_write,allow
R8,ctx10,res52_read,allow
R9,ctx11,res22_exe,deny
R6,ctx1,res32_exe,allow
R12,ctx1,res29_exe,allow
R15,ctx18,res42_write,allow
R16,ctx19,res5_exe,allow
R17,ctx7,res52_exe,allow
R14,ctx15,res17_exe,allow
R13,ctx13,res7_write,allow
R11,ctx15,res49_write,allow
R1,ctx13,res78_exe,allow
R18,ctx9,res57_exe,allow
R17,ctx19,res23_write,allow
R13,ctx16,res58_write,allow
R14,ctx13,res21_exe,allow
R15,ctx12,res21_write,deny
R15,ctx20,res6_read,allow
R11,ctx20,res16_read,allow
R6,ctx8,res13_exe,deny
R19,ctx8,res7_exe,allow
R19,ctx4,res29_exe,allow
R11,ctx3,res48_write,allow
R20,ctx11,res28_read,allow
R6,ctx10,res52_read,allow
R8,ctx18,res43_write,allow
R14,ctx18,res4_write,allow
R20,ctx15,res44_exe,deny
R17,ctx8,res72_exe,allow
R15,ctx15,res31_write,allow
R1,ctx17,res14_write,allow
R12,ctx17,res7_write,deny
R3,ctx17,res73_write,allow
R1,ctx4,res45_read,allow
R19,ctx16,res59_exe,allow
R4,ctx13,res39_exe,allow
R13,ctx4,res57_write,allow
R16,ctx1,res25_exe,allow
R18,ctx20,res36_exe,allow
R1,ctx12,res74_exe,allow
R9,ctx14,res69_write,allow
R7,ctx7,res68_write,allow
R2,ctx3,res24_read,allow
R2,ctx15,res29_exe,deny
R8,ctx15,res32_exe,allow
R19,ctx14,res53_write,allow
